index,decim_data,hann_q15,expected_window,rtl_window,error
977,-275,15203,-128,-128,0
978,-242,15228,-112,-112,0
979,-205,15253,-95,-95,0
980,-164,15279,-76,-76,0
981,-124,15304,-58,-58,0
982,-79,15329,-37,-37,0
983,-30,15354,-14,-14,0
984,16,15379,8,8,0
985,61,15404,29,29,0
986,108,15429,51,51,0
987,151,15454,71,71,0
988,192,15479,91,91,0
989,232,15504,110,110,0
990,266,15529,126,126,0
991,293,15554,139,139,0
992,317,15580,151,151,0
993,335,15605,160,160,0
994,350,15630,167,167,0
995,358,15655,171,171,0
996,357,15680,171,171,0
997,354,15705,170,170,0
998,347,15730,167,167,0
999,331,15755,159,159,0
1000,314,15780,151,151,0
1001,293,15806,141,141,0
1002,264,15831,128,128,0
1003,235,15856,114,114,0
1004,206,15881,100,100,0
1005,174,15906,84,84,0
1006,141,15931,69,69,0
1007,109,15956,53,53,0
1008,77,15981,38,38,0
1009,48,16007,23,23,0
1010,21,16032,10,10,0
1011,-4,16057,-2,-2,0
1012,-25,16082,-12,-12,0
1013,-43,16107,-21,-21,0
1014,-58,16132,-29,-29,0
1015,-68,16157,-34,-34,0
1016,-72,16182,-36,-36,0
1017,-77,16208,-38,-38,0
1018,-74,16233,-37,-37,0
1019,-67,16258,-33,-33,0
1020,-61,16283,-30,-30,0
1021,-50,16308,-25,-25,0
1022,-36,16333,-18,-18,0
1023,-24,16358,-12,-12,0
1024,-8,16383,-4,-4,0
1025,9,16409,5,5,0
1026,23,16434,12,12,0
1027,38,16459,19,19,0
1028,52,16484,26,26,0
1029,59,16509,30,30,0
1030,68,16534,34,34,0
1031,73,16559,37,37,0
1032,75,16585,38,38,0
1033,74,16610,38,38,0
1034,67,16635,34,34,0
1035,54,16660,27,27,0
1036,41,16685,21,21,0
1037,23,16710,12,12,0
1038,2,16735,1,1,0
1039,-23,16760,-12,-12,0
1040,-52,16786,-27,-27,0
1041,-81,16811,-42,-42,0
1042,-111,16836,-57,-57,0
1043,-143,16861,-74,-74,0
1044,-177,16886,-91,-91,0
1045,-211,16911,-109,-109,0
1046,-240,16936,-124,-124,0
1047,-267,16961,-138,-138,0
1048,-293,16987,-152,-152,0
1049,-317,17012,-165,-165,0
1050,-336,17037,-175,-175,0
1051,-347,17062,-181,-181,0
1052,-357,17087,-186,-186,0
1053,-360,17112,-188,-188,0
1054,-359,17137,-188,-188,0
1055,-351,17162,-184,-184,0
1056,-335,17187,-176,-176,0
1057,-317,17213,-167,-167,0
1058,-293,17238,-154,-154,0
1059,-264,17263,-139,-139,0
1060,-229,17288,-121,-121,0
1061,-191,17313,-101,-101,0
1062,-152,17338,-80,-80,0
1063,-106,17363,-56,-56,0
1064,-59,17388,-31,-31,0
1065,-15,17413,-8,-8,0
1066,31,17438,16,16,0
1067,80,17463,43,43,0
1068,126,17488,67,67,0
1069,166,17514,89,89,0
1070,205,17539,110,110,0
1071,244,17564,131,131,0
1072,275,17589,148,148,0
1073,303,17614,163,163,0
1074,326,17639,175,175,0
1075,343,17664,185,185,0
1076,353,17689,191,191,0
1077,359,17714,194,194,0
1078,361,17739,195,195,0
1079,353,17764,191,191,0
1080,340,17789,185,185,0
1081,326,17814,177,177,0
1082,307,17839,167,167,0
1083,282,17864,154,154,0
1084,254,17889,139,139,0
1085,225,17914,123,123,0
1086,194,17939,106,106,0
1087,161,17964,88,88,0
1088,128,17989,70,70,0
1089,97,18014,53,53,0
1090,67,18039,37,37,0
1091,40,18064,22,22,0
1092,14,18089,8,8,0
1093,-12,18114,-7,-7,0
1094,-35,18139,-19,-19,0
1095,-50,18164,-28,-28,0
1096,-63,18189,-35,-35,0
1097,-71,18214,-39,-39,0
1098,-74,18239,-41,-41,0
1099,-75,18264,-42,-42,0
1100,-74,18289,-41,-41,0
1101,-67,18314,-37,-37,0
1102,-59,18339,-33,-33,0
1103,-46,18364,-26,-26,0
1104,-31,18389,-17,-17,0
1105,-20,18414,-11,-11,0
1106,-3,18439,-2,-2,0
1107,13,18464,7,7,0
1108,28,18489,16,16,0
1109,44,18514,25,25,0
1110,56,18539,32,32,0
1111,63,18563,36,36,0
1112,71,18588,40,40,0
1113,75,18613,43,43,0
1114,75,18638,43,43,0
1115,70,18663,40,40,0
1116,60,18688,34,34,0
1117,50,18713,29,29,0
1118,37,18738,21,21,0
1119,13,18763,7,7,0
1120,-9,18787,-5,-5,0
1121,-32,18812,-18,-18,0
1122,-63,18837,-36,-36,0
1123,-93,18862,-54,-54,0
1124,-124,18887,-71,-71,0
1125,-157,18912,-91,-91,0
1126,-189,18937,-109,-109,0
1127,-221,18961,-128,-128,0
1128,-250,18986,-145,-145,0
1129,-277,19011,-161,-161,0
1130,-303,19036,-176,-176,0
1131,-324,19061,-188,-188,0
1132,-339,19085,-197,-197,0
1133,-350,19110,-204,-204,0
1134,-356,19135,-208,-208,0
1135,-359,19160,-210,-210,0
1136,-355,19184,-208,-208,0
1137,-345,19209,-202,-202,0
1138,-330,19234,-194,-194,0
1139,-312,19259,-183,-183,0
1140,-283,19283,-167,-167,0
1141,-249,19308,-147,-147,0
1142,-216,19333,-127,-127,0
1143,-177,19358,-105,-105,0
1144,-134,19382,-79,-79,0
1145,-89,19407,-53,-53,0
1146,-44,19432,-26,-26,0
1147,1,19456,1,1,0
1148,49,19481,29,29,0
1149,96,19506,57,57,0
1150,140,19530,83,83,0
1151,182,19555,109,109,0
1152,221,19580,132,132,0
1153,256,19604,153,153,0
1154,286,19629,171,171,0
1155,309,19654,185,185,0
1156,331,19678,199,199,0
1157,347,19703,209,209,0
1158,357,19728,215,215,0
1159,359,19752,216,216,0
1160,355,19777,214,214,0
1161,350,19801,211,211,0
1162,337,19826,204,204,0
1163,316,19850,191,191,0
1164,299,19875,181,181,0
1165,275,19900,167,167,0
1166,243,19924,148,148,0
1167,213,19949,130,130,0
1168,183,19973,112,112,0
1169,150,19998,92,92,0
1170,118,20022,72,72,0
1171,88,20047,54,54,0
1172,56,20071,34,34,0
1173,26,20096,16,16,0
1174,2,20120,1,1,0
1175,-20,20145,-12,-12,0
1176,-38,20169,-23,-23,0
1177,-53,20193,-33,-33,0
1178,-65,20218,-40,-40,0
1179,-72,20242,-44,-44,0
1180,-75,20267,-46,-46,0
1181,-75,20291,-46,-46,0
1182,-72,20316,-45,-45,0
1183,-65,20340,-40,-40,0
1184,-54,20364,-34,-34,0
1185,-41,20389,-26,-26,0
1186,-27,20413,-17,-17,0
1187,-10,20437,-6,-6,0
1188,4,20462,2,2,0
1189,19,20486,12,12,0
1190,35,20510,22,22,0
1191,46,20535,29,29,0
1192,58,20559,36,36,0
1193,67,20583,42,42,0
1194,72,20608,45,45,0
1195,74,20632,47,47,0
1196,71,20656,45,45,0
1197,68,20680,43,43,0
1198,58,20705,37,37,0
1199,45,20729,28,28,0
1200,29,20753,18,18,0
1201,9,20777,6,6,0
1202,-15,20802,-10,-10,0
1203,-45,20826,-29,-29,0
1204,-75,20850,-48,-48,0
1205,-107,20874,-68,-68,0
1206,-137,20898,-87,-87,0
1207,-168,20922,-107,-107,0
1208,-201,20947,-128,-128,0
1209,-230,20971,-147,-147,0
1210,-261,20995,-167,-167,0
1211,-287,21019,-184,-184,0
1212,-309,21043,-198,-198,0
1213,-330,21067,-212,-212,0
1214,-345,21091,-222,-222,0
1215,-354,21115,-228,-228,0
1216,-361,21139,-233,-233,0
1217,-359,21163,-232,-232,0
1218,-352,21187,-228,-228,0
1219,-342,21211,-221,-221,0
1220,-323,21235,-209,-209,0
1221,-300,21259,-195,-195,0
1222,-273,21283,-177,-177,0
1223,-240,21307,-156,-156,0
1224,-203,21331,-132,-132,0
1225,-163,21355,-106,-106,0
1226,-119,21379,-78,-78,0
1227,-71,21403,-46,-46,0
1228,-27,21427,-18,-18,0
1229,20,21451,13,13,0
1230,68,21475,45,45,0
1231,115,21499,75,75,0
1232,158,21523,104,104,0
1233,197,21547,130,130,0
1234,233,21570,153,153,0
1235,269,21594,177,177,0
1236,298,21618,197,197,0
1237,321,21642,212,212,0
1238,339,21666,224,224,0
1239,351,21689,232,232,0
1240,358,21713,237,237,0
1241,359,21737,238,238,0
1242,352,21761,234,234,0
1243,345,21784,229,229,0
1244,333,21808,222,222,0
1245,312,21832,208,208,0
1246,290,21856,193,193,0
1247,261,21879,174,174,0
1248,231,21903,154,154,0
1249,205,21927,137,137,0
1250,173,21950,116,116,0
1251,138,21974,93,93,0
1252,105,21997,70,70,0
1253,75,22021,50,50,0
1254,46,22045,31,31,0
1255,18,22068,12,12,0
1256,-4,22092,-3,-3,0
1257,-24,22115,-16,-16,0
1258,-44,22139,-30,-30,0
1259,-59,22162,-40,-40,0
1260,-67,22186,-45,-45,0
1261,-73,22209,-49,-49,0
1262,-75,22233,-51,-51,0
1263,-74,22256,-50,-50,0
1264,-70,22280,-48,-48,0
1265,-61,22303,-42,-42,0
1266,-50,22327,-34,-34,0
1267,-37,22350,-25,-25,0
1268,-20,22374,-14,-14,0
1269,-7,22397,-5,-5,0
1270,11,22420,8,8,0
1271,27,22444,18,18,0
1272,39,22467,27,27,0
1273,51,22490,35,35,0
1274,62,22514,43,43,0
1275,69,22537,47,47,0
1276,73,22560,50,50,0
1277,75,22583,52,52,0
1278,72,22607,50,50,0
1279,66,22630,46,46,0
1280,54,22653,37,37,0
1281,38,22676,26,26,0
1282,20,22700,14,14,0
1283,-2,22723,-1,-1,0
1284,-28,22746,-19,-19,0
1285,-56,22769,-39,-39,0
1286,-86,22792,-60,-60,0
1287,-117,22815,-81,-81,0
1288,-146,22838,-102,-102,0
1289,-180,22862,-126,-126,0
1290,-212,22885,-148,-148,0
1291,-242,22908,-169,-169,0
1292,-270,22931,-189,-189,0
1293,-296,22954,-207,-207,0
1294,-319,22977,-224,-224,0
1295,-338,23000,-237,-237,0
1296,-350,23023,-246,-246,0
1297,-356,23046,-250,-250,0
1298,-359,23069,-253,-253,0
1299,-358,23092,-252,-252,0
1300,-349,23115,-246,-246,0
1301,-334,23137,-236,-236,0
1302,-316,23160,-223,-223,0
1303,-293,23183,-207,-207,0
1304,-260,23206,-184,-184,0
1305,-225,23229,-160,-160,0
1306,-188,23252,-133,-133,0
1307,-146,23275,-104,-104,0
1308,-103,23297,-73,-73,0
1309,-57,23320,-41,-41,0
1310,-9,23343,-6,-6,0
1311,38,23366,27,27,0
1312,84,23388,60,60,0
1313,131,23411,94,94,0
1314,174,23434,124,124,0
1315,211,23456,151,151,0
1316,248,23479,178,178,0
1317,278,23502,199,199,0
1318,305,23524,219,219,0
1319,327,23547,235,235,0
1320,343,23570,247,247,0
1321,355,23592,256,256,0
1322,361,23615,260,260,0
1323,358,23637,258,258,0
1324,350,23660,253,253,0
1325,339,23682,245,245,0
1326,324,23705,234,234,0
1327,303,23727,219,219,0
1328,279,23750,202,202,0
1329,252,23772,183,183,0
1330,222,23795,161,161,0
1331,193,23817,140,140,0
1332,162,23839,118,118,0
1333,128,23862,93,93,0
1334,93,23884,68,68,0
1335,64,23906,47,47,0
1336,36,23929,26,26,0
1337,9,23951,7,7,0
1338,-15,23973,-11,-11,0
1339,-34,23996,-25,-25,0
1340,-49,24018,-36,-36,0
1341,-62,24040,-45,-45,0
1342,-71,24062,-52,-52,0
1343,-76,24084,-56,-56,0
1344,-77,24107,-57,-57,0
1345,-73,24129,-54,-54,0
1346,-66,24151,-49,-49,0
1347,-57,24173,-42,-42,0
1348,-43,24195,-32,-32,0
1349,-30,24217,-22,-22,0
1350,-18,24239,-13,-13,0
1351,-1,24261,-1,-1,0
1352,17,24283,13,13,0
1353,30,24305,22,22,0
1354,41,24327,30,30,0
1355,58,24349,43,43,0
1356,66,24371,49,49,0
1357,69,24393,51,51,0
1358,75,24415,56,56,0
1359,73,24437,54,54,0
1360,68,24459,51,51,0
1361,62,24481,46,46,0
1362,48,24503,36,36,0
1363,32,24524,24,24,0
1364,13,24546,10,10,0
1365,-11,24568,-8,-8,0
1366,-37,24590,-28,-28,0
1367,-66,24611,-50,-50,0
1368,-97,24633,-73,-73,0
1369,-128,24655,-96,-96,0
1370,-159,24677,-120,-120,0
1371,-192,24698,-145,-145,0
1372,-222,24720,-167,-167,0
1373,-251,24742,-190,-190,0
1374,-281,24763,-212,-212,0
1375,-304,24785,-230,-230,0
1376,-324,24806,-245,-245,0
1377,-343,24828,-260,-260,0
1378,-354,24849,-268,-268,0
1379,-360,24871,-273,-273,0
1380,-359,24892,-273,-273,0
1381,-354,24914,-269,-269,0
1382,-345,24935,-263,-263,0
1383,-328,24957,-250,-250,0
1384,-306,24978,-233,-233,0
1385,-278,25000,-212,-212,0
1386,-248,25021,-189,-189,0
1387,-213,25042,-163,-163,0
1388,-173,25064,-132,-132,0
1389,-129,25085,-99,-99,0
1390,-85,25106,-65,-65,0
1391,-39,25127,-30,-30,0
1392,6,25149,5,5,0
1393,54,25170,41,41,0
1394,101,25191,78,78,0
1395,144,25212,111,111,0
1396,187,25233,144,144,0
1397,225,25255,173,173,0
1398,260,25276,201,201,0
1399,290,25297,224,224,0
1400,315,25318,243,243,0
1401,334,25339,258,258,0
1402,349,25360,270,270,0
1403,358,25381,277,277,0
1404,361,25402,280,280,0
1405,355,25423,275,275,0
1406,347,25444,269,269,0
1407,335,25465,260,260,0
1408,318,25486,247,247,0
1409,296,25507,230,230,0
1410,271,25527,211,211,0
1411,243,25548,189,189,0
1412,210,25569,164,164,0
1413,178,25590,139,139,0
1414,148,25611,116,116,0
1415,115,25631,90,90,0
1416,82,25652,64,64,0
1417,53,25673,42,42,0
1418,26,25694,20,20,0
1419,0,25714,0,0,0
1420,-22,25735,-17,-17,0
1421,-40,25756,-31,-31,0
1422,-55,25776,-43,-43,0
1423,-67,25797,-53,-53,0
1424,-73,25817,-58,-58,0
1425,-76,25838,-60,-60,0
1426,-76,25858,-60,-60,0
1427,-72,25879,-57,-57,0
1428,-63,25899,-50,-50,0
1429,-52,25920,-41,-41,0
1430,-39,25940,-31,-31,0
1431,-24,25961,-19,-19,0
1432,-10,25981,-8,-8,0
1433,5,26001,4,4,0
1434,21,26022,17,17,0
1435,33,26042,26,26,0
1436,47,26062,37,37,0
1437,58,26082,46,46,0
1438,66,26103,53,53,0
1439,73,26123,58,58,0
1440,76,26143,61,61,0
1441,72,26163,57,57,0
1442,65,26183,52,52,0
1443,56,26204,45,45,0
1444,43,26224,34,34,0
1445,25,26244,20,20,0
1446,4,26264,3,3,0
1447,-22,26284,-18,-18,0
1448,-47,26304,-38,-38,0
1449,-76,26324,-61,-61,0
1450,-106,26344,-85,-85,0
1451,-139,26364,-112,-112,0
1452,-174,26384,-140,-140,0
1453,-206,26404,-166,-166,0
1454,-236,26423,-190,-190,0
1455,-263,26443,-212,-212,0
1456,-287,26463,-232,-232,0
1457,-313,26483,-253,-253,0
1458,-333,26503,-269,-269,0
1459,-347,26522,-281,-281,0
1460,-357,26542,-289,-289,0
1461,-361,26562,-293,-293,0
1462,-360,26582,-292,-292,0
1463,-352,26601,-286,-286,0
1464,-338,26621,-275,-275,0
1465,-321,26640,-261,-261,0
1466,-297,26660,-242,-242,0
1467,-269,26680,-219,-219,0
1468,-235,26699,-191,-191,0
1469,-198,26719,-161,-161,0
1470,-159,26738,-130,-130,0
1471,-115,26758,-94,-94,0
1472,-68,26777,-56,-56,0
1473,-20,26796,-16,-16,0
1474,26,26816,21,21,0
1475,73,26835,60,60,0
1476,117,26855,96,96,0
1477,159,26874,130,130,0
1478,199,26893,163,163,0
1479,236,26912,194,194,0
1480,270,26932,222,222,0
1481,299,26951,246,246,0
1482,322,26970,265,265,0
1483,339,26989,279,279,0
1484,351,27008,289,289,0
1485,360,27028,297,297,0
1486,359,27047,296,296,0
1487,354,27066,292,292,0
1488,345,27085,285,285,0
1489,328,27104,271,271,0
1490,309,27123,256,256,0
1491,287,27142,238,238,0
1492,260,27161,216,216,0
1493,230,27180,191,191,0
1494,198,27198,164,164,0
1495,167,27217,139,139,0
1496,134,27236,111,111,0
1497,101,27255,84,84,0
1498,71,27274,59,59,0
1499,45,27293,37,37,0
1500,17,27311,14,14,0
1501,-8,27330,-7,-7,0
1502,-29,27349,-24,-24,0
1503,-45,27367,-38,-38,0
1504,-59,27386,-49,-49,0
1505,-69,27405,-58,-58,0
1506,-73,27423,-61,-61,0
1507,-75,27442,-63,-63,0
1508,-73,27460,-61,-61,0
1509,-67,27479,-56,-56,0
1510,-59,27497,-50,-50,0
1511,-47,27516,-39,-39,0
1512,-33,27534,-28,-28,0
1513,-19,27553,-16,-16,0
1514,-5,27571,-4,-4,0
1515,11,27589,9,9,0
1516,27,27608,23,23,0
1517,40,27626,34,34,0
1518,53,27644,45,45,0
1519,65,27662,55,55,0
1520,69,27681,58,58,0
1521,73,27699,62,62,0
1522,74,27717,63,63,0
1523,72,27735,61,61,0
1524,64,27753,54,54,0
1525,51,27771,43,43,0
1526,37,27789,31,31,0
1527,19,27807,16,16,0
1528,-5,27825,-4,-4,0
1529,-30,27843,-25,-25,0
1530,-59,27861,-50,-50,0
1531,-87,27879,-74,-74,0
1532,-120,27897,-102,-102,0
1533,-153,27915,-130,-130,0
1534,-183,27933,-156,-156,0
1535,-214,27951,-183,-183,0
1536,-245,27968,-209,-209,0
1537,-272,27986,-232,-232,0
1538,-298,28004,-255,-255,0
1539,-320,28022,-274,-274,0
1540,-336,28039,-288,-288,0
1541,-348,28057,-298,-298,0
1542,-356,28075,-305,-305,0
1543,-358,28092,-307,-307,0
1544,-353,28110,-303,-303,0
1545,-347,28127,-298,-298,0
1546,-334,28145,-287,-287,0
1547,-312,28162,-268,-268,0
1548,-287,28180,-247,-247,0
1549,-256,28197,-220,-220,0
1550,-220,28214,-189,-189,0
1551,-183,28232,-158,-158,0
1552,-142,28249,-122,-122,0
1553,-98,28267,-85,-85,0
1554,-52,28284,-45,-45,0
1555,-4,28301,-3,-3,0
1556,43,28318,37,37,0
1557,89,28335,77,77,0
1558,133,28353,115,115,0
1559,176,28370,152,152,0
1560,216,28387,187,187,0
1561,252,28404,218,218,0
1562,282,28421,245,245,0
1563,306,28438,266,266,0
1564,329,28455,286,286,0
1565,347,28472,302,302,0
1566,354,28489,308,308,0
1567,358,28506,311,311,0
1568,359,28523,312,312,0
1569,352,28540,307,307,0
1570,339,28557,295,295,0
1571,322,28573,281,281,0
1572,301,28590,263,263,0
1573,276,28607,241,241,0
1574,250,28624,218,218,0
1575,220,28640,192,192,0
1576,188,28657,164,164,0
1577,155,28674,136,136,0
1578,122,28690,107,107,0
1579,89,28707,78,78,0
1580,60,28723,53,53,0
1581,33,28740,29,29,0
1582,5,28756,4,4,0
1583,-17,28773,-15,-15,0
1584,-35,28789,-31,-31,0
1585,-52,28806,-46,-46,0
1586,-65,28822,-57,-57,0
1587,-72,28838,-63,-63,0
1588,-76,28855,-67,-67,0
1589,-77,28871,-68,-68,0
1590,-72,28887,-63,-63,0
1591,-65,28903,-57,-57,0
1592,-55,28920,-49,-49,0
1593,-43,28936,-38,-38,0
1594,-31,28952,-27,-27,0
1595,-16,28968,-14,-14,0
1596,1,28984,1,1,0
1597,18,29000,16,16,0
1598,30,29016,27,27,0
1599,42,29032,37,37,0
1600,55,29048,49,49,0
1601,66,29064,59,59,0
1602,72,29080,64,64,0
1603,74,29096,66,66,0
1604,73,29112,65,65,0
1605,67,29127,60,60,0
1606,60,29143,53,53,0
1607,48,29159,43,43,0
1608,31,29175,28,28,0
1609,10,29190,9,9,0
1610,-13,29206,-12,-12,0
1611,-38,29222,-34,-34,0
1612,-68,29237,-61,-61,0
1613,-97,29253,-87,-87,0
1614,-131,29268,-117,-117,0
1615,-163,29284,-146,-146,0
1616,-193,29299,-173,-173,0
1617,-227,29315,-203,-203,0
1618,-256,29330,-229,-229,0
1619,-283,29346,-253,-253,0
1620,-306,29361,-274,-274,0
1621,-327,29376,-293,-293,0
1622,-343,29392,-308,-308,0
1623,-352,29407,-316,-316,0
1624,-359,29422,-322,-322,0
1625,-360,29437,-323,-323,0
1626,-353,29452,-317,-317,0
1627,-342,29468,-308,-308,0
1628,-325,29483,-292,-292,0
1629,-305,29498,-275,-275,0
1630,-277,29513,-249,-249,0
1631,-246,29528,-222,-222,0
1632,-209,29543,-188,-188,0
1633,-168,29558,-152,-152,0
1634,-125,29573,-113,-113,0
1635,-79,29588,-71,-71,0
1636,-32,29602,-29,-29,0
1637,14,29617,13,13,0
1638,61,29632,55,55,0
1639,107,29647,97,97,0
1640,148,29662,134,134,0
1641,190,29676,172,172,0
1642,227,29691,206,206,0
1643,262,29706,238,238,0
1644,293,29720,266,266,0
1645,316,29735,287,287,0
1646,335,29749,304,304,0
1647,348,29764,316,316,0
1648,356,29778,324,324,0
1649,359,29793,326,326,0
1650,354,29807,322,322,0
1651,347,29822,316,316,0
1652,333,29836,303,303,0
1653,315,29850,287,287,0
1654,292,29865,266,266,0
1655,265,29879,242,242,0
1656,240,29893,219,219,0
1657,209,29907,191,191,0
1658,173,29922,158,158,0
1659,143,29936,131,131,0
1660,111,29950,101,101,0
1661,79,29964,72,72,0
1662,51,29978,47,47,0
1663,22,29992,20,20,0
1664,-2,30006,-2,-2,0
1665,-23,30020,-21,-21,0
1666,-42,30034,-38,-38,0
1667,-55,30048,-50,-50,0
1668,-64,30061,-59,-59,0
1669,-73,30075,-67,-67,0
1670,-75,30089,-69,-69,0
1671,-73,30103,-67,-67,0
1672,-71,30117,-65,-65,0
1673,-61,30130,-56,-56,0
1674,-48,30144,-44,-44,0
1675,-39,30158,-36,-36,0
1676,-25,30171,-23,-23,0
1677,-9,30185,-8,-8,0
1678,6,30198,6,6,0
1679,22,30212,20,20,0
1680,37,30225,34,34,0
1681,49,30239,45,45,0
1682,62,30252,57,57,0
1683,69,30265,64,64,0
1684,73,30279,67,67,0
1685,74,30292,68,68,0
1686,74,30305,68,68,0
1687,66,30318,61,61,0
1688,53,30332,49,49,0
1689,43,30345,40,40,0
1690,25,30358,23,23,0
1691,1,30371,1,1,0
1692,-22,30384,-20,-20,0
1693,-49,30397,-45,-45,0
1694,-79,30410,-73,-73,0
1695,-109,30423,-101,-101,0
1696,-143,30436,-133,-133,0
1697,-176,30449,-164,-164,0
1698,-207,30462,-192,-192,0
1699,-236,30475,-219,-219,0
1700,-266,30488,-247,-247,0
1701,-293,30500,-273,-273,0
1702,-314,30513,-292,-292,0
1703,-331,30526,-308,-308,0
1704,-346,30538,-322,-322,0
1705,-354,30551,-330,-330,0
1706,-358,30564,-334,-334,0
1707,-360,30576,-336,-336,0
1708,-351,30589,-328,-328,0
1709,-336,30601,-314,-314,0
1710,-318,30614,-297,-297,0
1711,-294,30626,-275,-275,0
1712,-265,30639,-248,-248,0
1713,-232,30651,-217,-217,0
1714,-194,30663,-182,-182,0
1715,-152,30676,-142,-142,0
1716,-110,30688,-103,-103,0
1717,-65,30700,-61,-61,0
1718,-19,30712,-18,-18,0
1719,28,30724,26,26,0
1720,78,30737,73,73,0
1721,122,30749,114,114,0
1722,164,30761,154,154,0
1723,205,30773,193,193,0
1724,241,30785,226,226,0
1725,273,30797,257,257,0
1726,300,30809,282,282,0
1727,323,30821,304,304,0
1728,341,30832,321,321,0
1729,353,30844,332,332,0
1730,357,30856,336,336,0
1731,357,30868,336,336,0
1732,352,30880,332,332,0
1733,342,30891,322,322,0
1734,325,30903,307,307,0
1735,306,30915,289,289,0
1736,283,30926,267,267,0
1737,256,30938,242,242,0
1738,228,30949,215,215,0
1739,198,30961,187,187,0
1740,165,30972,156,156,0
1741,132,30984,125,125,0
1742,100,30995,95,95,0
1743,69,31006,65,65,0
1744,40,31018,38,38,0
1745,14,31029,13,13,0
1746,-10,31040,-9,-9,0
1747,-31,31051,-29,-29,0
1748,-48,31063,-46,-46,0
1749,-60,31074,-57,-57,0
1750,-68,31085,-65,-65,0
1751,-75,31096,-71,-71,0
1752,-78,31107,-74,-74,0
1753,-73,31118,-69,-69,0
1754,-67,31129,-64,-64,0
1755,-59,31140,-56,-56,0
1756,-47,31151,-45,-45,0
1757,-35,31162,-33,-33,0
1758,-19,31172,-18,-18,0
1759,-2,31183,-2,-2,0
1760,13,31194,12,12,0
1761,28,31205,27,27,0
1762,41,31215,39,39,0
1763,54,31226,51,51,0
1764,63,31237,60,60,0
1765,70,31247,67,67,0
1766,75,31258,72,72,0
1767,74,31268,71,71,0
1768,72,31279,69,69,0
1769,65,31289,62,62,0
1770,51,31300,49,49,0
1771,36,31310,34,34,0
1772,16,31320,15,15,0
1773,-7,31331,-7,-7,0
1774,-30,31341,-29,-29,0
1775,-62,31351,-59,-59,0
1776,-92,31361,-88,-88,0
1777,-120,31372,-115,-115,0
1778,-156,31382,-149,-149,0
1779,-188,31392,-180,-180,0
1780,-217,31402,-208,-208,0
1781,-247,31412,-237,-237,0
1782,-275,31422,-264,-264,0
1783,-300,31432,-288,-288,0
1784,-321,31442,-308,-308,0
1785,-337,31452,-323,-323,0
1786,-349,31462,-335,-335,0
1787,-359,31471,-345,-345,0
1788,-359,31481,-345,-345,0
1789,-355,31491,-341,-341,0
1790,-348,31501,-335,-335,0
1791,-331,31510,-318,-318,0
1792,-310,31520,-298,-298,0
1793,-285,31529,-274,-274,0
1794,-253,31539,-244,-244,0
1795,-218,31549,-210,-210,0
1796,-179,31558,-172,-172,0
1797,-137,31568,-132,-132,0
1798,-92,31577,-89,-89,0
1799,-45,31586,-43,-43,0
1800,0,31596,0,0,0
1801,48,31605,46,46,0
1802,93,31614,90,90,0
1803,136,31624,131,131,0
1804,181,31633,175,175,0
1805,219,31642,211,211,0
1806,253,31651,244,244,0
1807,285,31660,275,275,0
1808,311,31669,301,301,0
1809,331,31678,320,320,0
1810,346,31687,335,335,0
1811,355,31696,343,343,0
1812,360,31705,348,348,0
1813,359,31714,347,347,0
1814,350,31723,339,339,0
1815,336,31732,325,325,0
1816,319,31740,309,309,0
1817,300,31749,291,291,0
1818,275,31758,267,267,0
1819,247,31767,239,239,0
1820,216,31775,209,209,0
1821,185,31784,179,179,0
1822,152,31792,147,147,0
1823,120,31801,116,116,0
1824,88,31809,85,85,0
1825,58,31818,56,56,0
1826,31,31826,30,30,0
1827,4,31835,4,4,0
1828,-19,31843,-18,-18,0
1829,-37,31851,-36,-36,0
1830,-53,31859,-52,-52,0
1831,-65,31868,-63,-63,0
1832,-71,31876,-69,-69,0
1833,-75,31884,-73,-73,0
1834,-75,31892,-73,-73,0
1835,-72,31900,-70,-70,0
1836,-64,31908,-62,-62,0
1837,-55,31916,-54,-54,0
1838,-43,31924,-42,-42,0
1839,-28,31932,-27,-27,0
1840,-12,31940,-12,-12,0
1841,4,31948,4,4,0
1842,18,31956,18,18,0
1843,31,31964,30,30,0
1844,45,31971,44,44,0
1845,58,31979,57,57,0
1846,67,31987,65,65,0
1847,71,31994,69,69,0
1848,74,32002,72,72,0
1849,74,32010,72,72,0
1850,68,32017,66,66,0
1851,58,32025,57,57,0
1852,45,32032,44,44,0
1853,29,32039,28,28,0
1854,10,32047,10,10,0
1855,-14,32054,-14,-14,0
1856,-42,32062,-41,-41,0
1857,-71,32069,-69,-69,0
1858,-100,32076,-98,-98,0
1859,-133,32083,-130,-130,0
1860,-166,32090,-163,-163,0
1861,-198,32098,-194,-194,0
1862,-230,32105,-225,-225,0
1863,-258,32112,-253,-253,0
1864,-286,32119,-280,-280,0
1865,-311,32126,-305,-305,0
1866,-329,32133,-323,-323,0
1867,-345,32140,-338,-338,0
1868,-356,32146,-349,-349,0
1869,-361,32153,-354,-354,0
1870,-360,32160,-353,-353,0
1871,-351,32167,-345,-345,0
1872,-340,32174,-334,-334,0
1873,-327,32180,-321,-321,0
1874,-303,32187,-298,-298,0
1875,-273,32193,-268,-268,0
1876,-239,32200,-235,-235,0
1877,-204,32207,-201,-201,0
1878,-166,32213,-163,-163,0
