index,decim_data,hann_q15,expected_window,rtl_window,error
1879,-120,32220,-118,-118,0
1880,-76,32226,-75,-75,0
1881,-32,32232,-31,-31,0
1882,17,32239,17,17,0
1883,64,32245,63,63,0
1884,110,32251,108,108,0
1885,154,32258,152,152,0
1886,195,32264,192,192,0
1887,235,32270,231,231,0
1888,267,32276,263,263,0
1889,294,32282,290,290,0
1890,318,32288,313,313,0
1891,337,32294,332,332,0
1892,351,32300,346,346,0
1893,358,32306,353,353,0
1894,360,32312,355,355,0
1895,356,32318,351,351,0
1896,347,32324,342,342,0
1897,332,32329,328,328,0
1898,312,32335,308,308,0
1899,290,32341,286,286,0
1900,263,32347,260,260,0
1901,237,32352,234,234,0
1902,206,32358,203,203,0
1903,173,32363,171,171,0
1904,140,32369,138,138,0
1905,107,32374,106,106,0
1906,77,32380,76,76,0
1907,48,32385,47,47,0
1908,22,32391,22,22,0
1909,-4,32396,-4,-4,0
1910,-27,32401,-27,-27,0
1911,-43,32407,-43,-43,0
1912,-57,32412,-56,-56,0
1913,-68,32417,-67,-67,0
1914,-72,32422,-71,-71,0
1915,-77,32427,-76,-76,0
1916,-75,32432,-74,-74,0
1917,-66,32437,-65,-65,0
1918,-61,32442,-60,-60,0
1919,-51,32447,-51,-51,0
1920,-36,32452,-36,-36,0
1921,-22,32457,-22,-22,0
1922,-7,32462,-7,-7,0
1923,9,32467,9,9,0
1924,23,32472,23,23,0
1925,36,32476,36,36,0
1926,49,32481,49,49,0
1927,62,32486,61,61,0
1928,69,32490,68,68,0
1929,73,32495,72,72,0
1930,75,32499,74,74,0
1931,72,32504,71,71,0
1932,68,32508,67,67,0
1933,56,32513,56,56,0
1934,41,32517,41,41,0
1935,23,32521,23,23,0
1936,1,32526,1,1,0
1937,-25,32530,-25,-25,0
1938,-54,32534,-54,-54,0
1939,-83,32539,-82,-82,0
1940,-115,32543,-114,-114,0
1941,-145,32547,-144,-144,0
1942,-178,32551,-177,-177,0
1943,-213,32555,-212,-212,0
1944,-242,32559,-240,-240,0
1945,-269,32563,-267,-267,0
1946,-294,32567,-292,-292,0
1947,-316,32571,-314,-314,0
1948,-334,32575,-332,-332,0
1949,-349,32578,-347,-347,0
1950,-357,32582,-355,-355,0
1951,-360,32586,-358,-358,0
1952,-359,32590,-357,-357,0
1953,-350,32593,-348,-348,0
1954,-335,32597,-333,-333,0
1955,-318,32601,-316,-316,0
1956,-292,32604,-291,-291,0
1957,-262,32608,-261,-261,0
1958,-229,32611,-228,-228,0
1959,-190,32615,-189,-189,0
1960,-148,32618,-147,-147,0
1961,-105,32621,-105,-105,0
1962,-61,32625,-61,-61,0
1963,-13,32628,-13,-13,0
1964,34,32631,34,34,0
1965,80,32634,80,80,0
1966,127,32638,126,126,0
1967,169,32641,168,168,0
1968,209,32644,208,208,0
1969,246,32647,245,245,0
1970,278,32650,277,277,0
1971,304,32653,303,303,0
1972,325,32656,324,324,0
1973,342,32659,341,341,0
1974,353,32662,352,352,0
1975,359,32664,358,358,0
1976,359,32667,358,358,0
1977,353,32670,352,352,0
1978,341,32673,340,340,0
1979,325,32675,324,324,0
1980,305,32678,304,304,0
1981,280,32681,279,279,0
1982,253,32683,252,252,0
1983,225,32686,224,224,0
1984,194,32688,194,194,0
1985,160,32691,160,160,0
1986,128,32693,128,128,0
1987,98,32695,98,98,0
1988,66,32698,66,66,0
1989,36,32700,36,36,0
1990,10,32702,10,10,0
1991,-13,32704,-13,-13,0
1992,-32,32707,-32,-32,0
1993,-47,32709,-47,-47,0
1994,-60,32711,-60,-60,0
1995,-70,32713,-70,-70,0
1996,-75,32715,-75,-75,0
1997,-76,32717,-76,-76,0
1998,-73,32719,-73,-73,0
1999,-67,32721,-67,-67,0
2000,-57,32723,-57,-57,0
2001,-46,32724,-46,-46,0
2002,-33,32726,-33,-33,0
2003,-19,32728,-19,-19,0
2004,-1,32730,-1,-1,0
2005,16,32731,16,16,0
2006,29,32733,29,29,0
2007,42,32735,42,42,0
2008,55,32736,55,55,0
2009,63,32738,63,63,0
2010,69,32739,69,69,0
2011,74,32741,74,74,0
2012,75,32742,75,75,0
2013,71,32743,71,71,0
2014,61,32745,61,61,0
2015,48,32746,48,48,0
2016,33,32747,33,33,0
2017,14,32748,14,14,0
2018,-8,32750,-8,-8,0
2019,-35,32751,-35,-35,0
2020,-63,32752,-63,-63,0
2021,-94,32753,-94,-94,0
2022,-127,32754,-127,-127,0
2023,-157,32755,-157,-157,0
2024,-189,32756,-189,-189,0
2025,-222,32757,-222,-222,0
2026,-251,32758,-251,-251,0
2027,-277,32759,-277,-277,0
2028,-303,32759,-303,-303,0
2029,-326,32760,-326,-326,0
2030,-339,32761,-339,-339,0
2031,-350,32761,-350,-350,0
2032,-359,32762,-359,-359,0
2033,-360,32763,-360,-360,0
2034,-354,32763,-354,-354,0
2035,-344,32764,-344,-344,0
2036,-330,32764,-330,-330,0
2037,-308,32765,-308,-308,0
2038,-281,32765,-281,-281,0
2039,-250,32765,-250,-250,0
2040,-214,32766,-214,-214,0
2041,-176,32766,-176,-176,0
2042,-133,32766,-133,-133,0
2043,-88,32767,-88,-88,0
2044,-43,32767,-43,-43,0
2045,5,32767,5,5,0
2046,52,32767,52,52,0
2047,98,32767,98,98,0
2048,143,32767,143,143,0
2049,184,32767,184,184,0
2050,223,32767,223,223,0
2051,258,32767,258,258,0
2052,288,32767,288,288,0
2053,313,32767,313,313,0
2054,334,32766,334,334,0
2055,347,32766,347,347,0
2056,355,32766,355,355,0
2057,358,32765,358,358,0
2058,356,32765,356,356,0
2059,348,32765,348,348,0
2060,336,32764,336,336,0
2061,318,32764,318,318,0
2062,295,32763,295,295,0
2063,270,32763,270,270,0
2064,243,32762,243,243,0
2065,213,32761,213,213,0
2066,182,32761,182,182,0
2067,149,32760,149,149,0
2068,116,32759,116,116,0
2069,86,32759,86,86,0
2070,55,32758,55,55,0
2071,26,32757,26,26,0
2072,2,32756,2,2,0
2073,-19,32755,-19,-19,0
2074,-37,32754,-37,-37,0
2075,-53,32753,-53,-53,0
2076,-65,32752,-65,-65,0
2077,-73,32751,-73,-73,0
2078,-75,32750,-75,-75,0
2079,-72,32748,-72,-72,0
2080,-71,32747,-71,-71,0
2081,-64,32746,-64,-64,0
2082,-52,32745,-52,-52,0
2083,-39,32743,-39,-39,0
2084,-26,32742,-26,-26,0
2085,-12,32741,-12,-12,0
2086,3,32739,3,3,0
2087,20,32738,20,20,0
2088,34,32736,34,34,0
2089,47,32735,47,47,0
2090,58,32733,58,58,0
2091,66,32731,66,66,0
2092,72,32730,72,72,0
2093,74,32728,74,74,0
2094,72,32726,72,72,0
2095,67,32724,67,67,0
2096,58,32723,58,58,0
2097,44,32721,44,44,0
2098,26,32719,26,26,0
2099,7,32717,7,7,0
2100,-18,32715,-18,-18,0
2101,-45,32713,-45,-45,0
2102,-74,32711,-74,-74,0
2103,-106,32709,-106,-106,0
2104,-137,32707,-137,-137,0
2105,-169,32704,-169,-169,0
2106,-204,32702,-204,-204,0
2107,-234,32700,-234,-234,0
2108,-261,32698,-260,-260,0
2109,-286,32695,-285,-285,0
2110,-311,32693,-310,-310,0
2111,-331,32691,-330,-330,0
2112,-344,32688,-343,-343,0
2113,-354,32686,-353,-353,0
2114,-359,32683,-358,-358,0
2115,-358,32681,-357,-357,0
2116,-354,32678,-353,-353,0
2117,-343,32675,-342,-342,0
2118,-324,32673,-323,-323,0
2119,-299,32670,-298,-298,0
2120,-271,32667,-270,-270,0
2121,-238,32664,-237,-237,0
2122,-200,32662,-199,-199,0
2123,-161,32659,-160,-160,0
2124,-117,32656,-117,-117,0
2125,-70,32653,-70,-70,0
2126,-23,32650,-23,-23,0
2127,23,32647,23,23,0
2128,70,32644,70,70,0
2129,115,32641,115,115,0
2130,158,32638,157,157,0
2131,199,32634,198,198,0
2132,236,32631,235,235,0
2133,269,32628,268,268,0
2134,297,32625,296,296,0
2135,321,32621,320,320,0
2136,340,32618,338,338,0
2137,351,32615,349,349,0
2138,356,32611,354,354,0
2139,359,32608,357,357,0
2140,356,32604,354,354,0
2141,342,32601,340,340,0
2142,329,32597,327,327,0
2143,310,32593,308,308,0
2144,285,32590,283,283,0
2145,261,32586,260,260,0
2146,233,32582,232,232,0
2147,202,32578,201,201,0
2148,169,32575,168,168,0
2149,137,32571,136,136,0
2150,106,32567,105,105,0
2151,73,32563,73,73,0
2152,45,32559,45,45,0
2153,18,32555,18,18,0
2154,-7,32551,-7,-7,0
2155,-28,32547,-28,-28,0
2156,-46,32543,-46,-46,0
2157,-59,32539,-59,-59,0
2158,-67,32534,-67,-67,0
2159,-73,32530,-72,-72,0
2160,-75,32526,-74,-74,0
2161,-74,32521,-73,-73,0
2162,-70,32517,-69,-69,0
2163,-58,32513,-58,-58,0
2164,-47,32508,-47,-47,0
2165,-36,32504,-36,-36,0
2166,-21,32499,-21,-21,0
2167,-5,32495,-5,-5,0
2168,10,32490,10,10,0
2169,25,32486,25,25,0
2170,39,32481,39,39,0
2171,53,32476,53,53,0
2172,63,32472,62,62,0
2173,69,32467,68,68,0
2174,73,32462,72,72,0
2175,74,32457,73,73,0
2176,72,32452,71,71,0
2177,66,32447,65,65,0
2178,54,32442,53,53,0
2179,39,32437,39,39,0
2180,20,32432,20,20,0
2181,-1,32427,-1,-1,0
2182,-26,32422,-26,-26,0
2183,-56,32417,-55,-55,0
2184,-86,32412,-85,-85,0
2185,-117,32407,-116,-116,0
2186,-149,32401,-147,-147,0
2187,-182,32396,-180,-180,0
2188,-215,32391,-213,-213,0
2189,-244,32385,-241,-241,0
2190,-270,32380,-267,-267,0
2191,-296,32374,-292,-292,0
2192,-319,32369,-315,-315,0
2193,-334,32363,-330,-330,0
2194,-347,32358,-343,-343,0
2195,-357,32352,-352,-352,0
2196,-359,32347,-354,-354,0
2197,-357,32341,-352,-352,0
2198,-348,32335,-343,-343,0
2199,-333,32329,-329,-329,0
2200,-313,32324,-309,-309,0
2201,-289,32318,-285,-285,0
2202,-258,32312,-254,-254,0
2203,-225,32306,-222,-222,0
2204,-188,32300,-185,-185,0
2205,-145,32294,-143,-143,0
2206,-99,32288,-98,-98,0
2207,-55,32282,-54,-54,0
2208,-6,32276,-6,-6,0
2209,42,32270,41,41,0
2210,87,32264,86,86,0
2211,131,32258,129,129,0
2212,171,32251,168,168,0
2213,211,32245,208,208,0
2214,248,32239,244,244,0
2215,280,32232,275,275,0
2216,306,32226,301,301,0
2217,327,32220,322,322,0
2218,345,32213,339,339,0
2219,355,32207,349,349,0
2220,358,32200,352,352,0
2221,358,32193,352,352,0
2222,352,32187,346,346,0
2223,340,32180,334,334,0
2224,326,32174,320,320,0
2225,303,32167,297,297,0
2226,275,32160,270,270,0
2227,252,32153,247,247,0
2228,221,32146,217,217,0
2229,187,32140,183,183,0
2230,158,32133,155,155,0
2231,127,32126,125,125,0
2232,95,32119,93,93,0
2233,65,32112,64,64,0
2234,35,32105,34,34,0
2235,8,32098,8,8,0
2236,-14,32090,-14,-14,0
2237,-34,32083,-33,-33,0
2238,-52,32076,-51,-51,0
2239,-64,32069,-63,-63,0
2240,-72,32062,-70,-70,0
2241,-76,32054,-74,-74,0
2242,-76,32047,-74,-74,0
2243,-73,32039,-71,-71,0
2244,-64,32032,-63,-63,0
2245,-55,32025,-54,-54,0
2246,-45,32017,-44,-44,0
2247,-29,32010,-28,-28,0
2248,-16,32002,-16,-16,0
2249,-1,31994,-1,-1,0
2250,14,31987,14,14,0
2251,30,31979,29,29,0
2252,44,31971,43,43,0
2253,55,31964,54,54,0
2254,65,31956,63,63,0
2255,71,31948,69,69,0
2256,75,31940,73,73,0
2257,74,31932,72,72,0
2258,69,31924,67,67,0
2259,60,31916,58,58,0
2260,48,31908,47,47,0
2261,32,31900,31,31,0
2262,13,31892,13,13,0
2263,-10,31884,-10,-10,0
2264,-37,31876,-36,-36,0
2265,-66,31868,-64,-64,0
2266,-97,31859,-94,-94,0
2267,-128,31851,-124,-124,0
2268,-159,31843,-155,-155,0
2269,-192,31835,-187,-187,0
2270,-225,31826,-219,-219,0
2271,-255,31818,-248,-248,0
2272,-281,31809,-273,-273,0
2273,-304,31801,-295,-295,0
2274,-328,31792,-318,-318,0
2275,-343,31784,-333,-333,0
2276,-351,31775,-340,-340,0
2277,-360,31767,-349,-349,0
2278,-361,31758,-350,-350,0
2279,-355,31749,-344,-344,0
2280,-343,31740,-332,-332,0
2281,-327,31732,-317,-317,0
2282,-306,31723,-296,-296,0
2283,-278,31714,-269,-269,0
2284,-247,31705,-239,-239,0
2285,-212,31696,-205,-205,0
2286,-173,31687,-167,-167,0
2287,-130,31678,-126,-126,0
2288,-83,31669,-80,-80,0
2289,-37,31660,-36,-36,0
2290,10,31651,10,10,0
2291,57,31642,55,55,0
2292,103,31633,99,99,0
2293,147,31624,142,142,0
2294,189,31614,182,182,0
2295,227,31605,219,219,0
2296,260,31596,251,251,0
2297,289,31586,279,279,0
2298,315,31577,304,304,0
2299,336,31568,324,324,0
2300,349,31558,336,336,0
2301,357,31549,344,344,0
2302,360,31539,346,346,0
2303,356,31529,343,343,0
2304,347,31520,334,334,0
2305,335,31510,322,322,0
2306,317,31501,305,305,0
2307,295,31491,284,284,0
2308,269,31481,258,258,0
2309,239,31471,230,230,0
2310,209,31462,201,201,0
2311,178,31452,171,171,0
2312,146,31442,140,140,0
2313,114,31432,109,109,0
2314,83,31422,80,80,0
2315,52,31412,50,50,0
2316,24,31402,23,23,0
2317,-1,31392,-1,-1,0
2318,-24,31382,-23,-23,0
2319,-41,31372,-39,-39,0
2320,-54,31361,-52,-52,0
2321,-65,31351,-62,-62,0
2322,-75,31341,-72,-72,0
2323,-75,31331,-72,-72,0
2324,-73,31320,-70,-70,0
2325,-70,31310,-67,-67,0
2326,-61,31300,-58,-58,0
2327,-52,31289,-50,-50,0
2328,-40,31279,-38,-38,0
2329,-26,31268,-25,-25,0
2330,-11,31258,-10,-10,0
2331,8,31247,8,8,0
2332,22,31237,21,21,0
2333,34,31226,32,32,0
2334,48,31215,46,46,0
2335,60,31205,57,57,0
2336,68,31194,65,65,0
2337,73,31183,69,69,0
2338,75,31172,71,71,0
2339,72,31162,68,68,0
2340,66,31151,63,63,0
2341,55,31140,52,52,0
2342,41,31129,39,39,0
2343,26,31118,25,25,0
2344,4,31107,4,4,0
2345,-20,31096,-19,-19,0
2346,-46,31085,-44,-44,0
2347,-78,31074,-74,-74,0
2348,-109,31063,-103,-103,0
2349,-139,31051,-132,-132,0
2350,-172,31040,-163,-163,0
2351,-206,31029,-195,-195,0
2352,-236,31018,-223,-223,0
2353,-263,31006,-249,-249,0
2354,-289,30995,-273,-273,0
2355,-313,30984,-296,-296,0
2356,-331,30972,-313,-313,0
2357,-346,30961,-327,-327,0
2358,-357,30949,-337,-337,0
2359,-360,30938,-340,-340,0
2360,-358,30926,-338,-338,0
2361,-352,30915,-332,-332,0
2362,-339,30903,-320,-320,0
2363,-320,30891,-302,-302,0
2364,-296,30880,-279,-279,0
2365,-267,30868,-252,-252,0
2366,-234,30856,-220,-220,0
2367,-198,30844,-186,-186,0
2368,-156,30832,-147,-147,0
2369,-110,30821,-103,-103,0
2370,-65,30809,-61,-61,0
2371,-20,30797,-19,-19,0
2372,27,30785,25,25,0
2373,76,30773,71,71,0
2374,118,30761,111,111,0
2375,161,30749,151,151,0
2376,201,30737,189,189,0
2377,239,30724,224,224,0
2378,272,30712,255,255,0
2379,300,30700,281,281,0
2380,323,30688,302,302,0
2381,339,30676,317,317,0
2382,352,30663,329,329,0
2383,360,30651,337,337,0
2384,358,30639,335,335,0
2385,353,30626,330,330,0
2386,344,30614,321,321,0
2387,328,30601,306,306,0
2388,308,30589,288,288,0
2389,285,30576,266,266,0
2390,260,30564,243,243,0
2391,232,30551,216,216,0
2392,200,30538,186,186,0
2393,167,30526,156,156,0
2394,136,30513,127,127,0
2395,104,30500,97,97,0
2396,71,30488,66,66,0
2397,42,30475,39,39,0
2398,14,30462,13,13,0
2399,-10,30449,-9,-9,0
2400,-29,30436,-27,-27,0
2401,-46,30423,-43,-43,0
2402,-61,30410,-57,-57,0
2403,-69,30397,-64,-64,0
2404,-73,30384,-68,-68,0
2405,-75,30371,-70,-70,0
2406,-74,30358,-69,-69,0
2407,-70,30345,-65,-65,0
2408,-61,30332,-56,-56,0
2409,-47,30318,-43,-43,0
2410,-33,30305,-31,-31,0
2411,-19,30292,-18,-18,0
2412,-3,30279,-3,-3,0
2413,12,30265,11,11,0
2414,26,30252,24,24,0
2415,41,30239,38,38,0
2416,52,30225,48,48,0
2417,63,30212,58,58,0
2418,71,30198,65,65,0
2419,73,30185,67,67,0
2420,72,30171,66,66,0
2421,69,30158,64,64,0
2422,63,30144,58,58,0
2423,51,30130,47,47,0
2424,36,30117,33,33,0
2425,20,30103,18,18,0
2426,-3,30089,-3,-3,0
2427,-30,30075,-28,-28,0
2428,-61,30061,-56,-56,0
2429,-92,30048,-84,-84,0
2430,-120,30034,-110,-110,0
2431,-152,30020,-139,-139,0
2432,-185,30006,-169,-169,0
2433,-216,29992,-198,-198,0
2434,-246,29978,-225,-225,0
2435,-275,29964,-251,-251,0
2436,-299,29950,-273,-273,0
2437,-321,29936,-293,-293,0
2438,-340,29922,-310,-310,0
2439,-352,29907,-321,-321,0
2440,-358,29893,-327,-327,0
2441,-358,29879,-326,-326,0
2442,-354,29865,-323,-323,0
2443,-347,29850,-316,-316,0
2444,-333,29836,-303,-303,0
2445,-313,29822,-285,-285,0
2446,-287,29807,-261,-261,0
2447,-256,29793,-233,-233,0
2448,-220,29778,-200,-200,0
2449,-182,29764,-165,-165,0
2450,-139,29749,-126,-126,0
2451,-93,29735,-84,-84,0
2452,-48,29720,-44,-44,0
2453,-2,29706,-2,-2,0
2454,45,29691,41,41,0
2455,89,29676,81,81,0
2456,133,29662,120,120,0
2457,177,29647,160,160,0
2458,219,29632,198,198,0
2459,253,29617,229,229,0
2460,282,29602,255,255,0
2461,308,29588,278,278,0
2462,330,29573,298,298,0
2463,344,29558,310,310,0
2464,354,29543,319,319,0
2465,359,29528,324,324,0
2466,356,29513,321,321,0
2467,349,29498,314,314,0
2468,338,29483,304,304,0
2469,320,29468,288,288,0
2470,300,29452,270,270,0
2471,276,29437,248,248,0
2472,247,29422,222,222,0
2473,217,29407,195,195,0
2474,186,29392,167,167,0
2475,155,29376,139,139,0
2476,122,29361,109,109,0
2477,90,29346,81,81,0
2478,60,29330,54,54,0
2479,32,29315,29,29,0
2480,7,29299,6,6,0
2481,-15,29284,-13,-13,0
2482,-36,29268,-32,-32,0
2483,-51,29253,-46,-46,0
2484,-64,29237,-57,-57,0
2485,-72,29222,-64,-64,0
2486,-75,29206,-67,-67,0
2487,-75,29190,-67,-67,0
2488,-71,29175,-63,-63,0
2489,-64,29159,-57,-57,0
2490,-54,29143,-48,-48,0
2491,-42,29127,-37,-37,0
2492,-29,29112,-26,-26,0
2493,-13,29096,-12,-12,0
2494,1,29080,1,1,0
2495,16,29064,14,14,0
2496,33,29048,29,29,0
2497,45,29032,40,40,0
2498,56,29016,50,50,0
2499,67,29000,59,59,0
2500,71,28984,63,63,0
2501,74,28968,65,65,0
2502,74,28952,65,65,0
2503,68,28936,60,60,0
2504,60,28920,53,53,0
2505,48,28903,42,42,0
2506,32,28887,28,28,0
2507,11,28871,10,10,0
2508,-14,28855,-12,-12,0
2509,-41,28838,-36,-36,0
2510,-67,28822,-59,-59,0
2511,-99,28806,-87,-87,0
2512,-134,28789,-118,-118,0
2513,-163,28773,-143,-143,0
2514,-196,28756,-172,-172,0
2515,-228,28740,-200,-200,0
2516,-255,28723,-224,-224,0
2517,-282,28707,-247,-247,0
2518,-307,28690,-269,-269,0
2519,-327,28674,-286,-286,0
2520,-341,28657,-298,-298,0
2521,-352,28640,-308,-308,0
2522,-360,28624,-314,-314,0
2523,-360,28607,-314,-314,0
2524,-355,28590,-310,-310,0
2525,-344,28573,-300,-300,0
2526,-326,28557,-284,-284,0
2527,-302,28540,-263,-263,0
2528,-274,28523,-239,-239,0
2529,-244,28506,-212,-212,0
2530,-208,28489,-181,-181,0
2531,-167,28472,-145,-145,0
2532,-125,28455,-109,-109,0
2533,-80,28438,-69,-69,0
2534,-32,28421,-28,-28,0
2535,15,28404,13,13,0
2536,60,28387,52,52,0
2537,108,28370,94,94,0
2538,152,28353,132,132,0
2539,192,28335,166,166,0
2540,231,28318,200,200,0
2541,262,28301,226,226,0
2542,292,28284,252,252,0
2543,320,28267,276,276,0
2544,335,28249,289,289,0
2545,348,28232,300,300,0
2546,357,28214,307,307,0
2547,358,28197,308,308,0
2548,356,28180,306,306,0
2549,347,28162,298,298,0
2550,331,28145,284,284,0
2551,313,28127,269,269,0
2552,293,28110,251,251,0
2553,265,28092,227,227,0
2554,235,28075,201,201,0
2555,205,28057,176,176,0
2556,176,28039,151,151,0
2557,144,28022,123,123,0
2558,109,28004,93,93,0
2559,77,27986,66,66,0
2560,50,27968,43,43,0
2561,22,27951,19,19,0
2562,-5,27933,-4,-4,0
2563,-27,27915,-23,-23,0
2564,-42,27897,-36,-36,0
2565,-55,27879,-47,-47,0
2566,-67,27861,-57,-57,0
2567,-74,27843,-63,-63,0
2568,-76,27825,-65,-65,0
2569,-76,27807,-64,-64,0
2570,-71,27789,-60,-60,0
2571,-61,27771,-52,-52,0
2572,-48,27753,-41,-41,0
2573,-38,27735,-32,-32,0
2574,-25,27717,-21,-21,0
2575,-7,27699,-6,-6,0
2576,9,27681,8,8,0
2577,24,27662,20,20,0
2578,37,27644,31,31,0
2579,49,27626,41,41,0
2580,59,27608,50,50,0
2581,69,27589,58,58,0
2582,74,27571,62,62,0
2583,74,27553,62,62,0
2584,70,27534,59,59,0
2585,65,27516,55,55,0
2586,56,27497,47,47,0
2587,41,27479,34,34,0
2588,22,27460,18,18,0
2589,0,27442,0,0,0
2590,-23,27423,-19,-19,0
2591,-52,27405,-43,-43,0
2592,-81,27386,-68,-68,0
2593,-111,27367,-93,-93,0
2594,-144,27349,-120,-120,0
2595,-178,27330,-148,-148,0
2596,-210,27311,-175,-175,0
2597,-238,27293,-198,-198,0
2598,-267,27274,-222,-222,0
2599,-296,27255,-246,-246,0
2600,-316,27236,-263,-263,0
2601,-333,27217,-277,-277,0
2602,-348,27198,-289,-289,0
2603,-359,27180,-298,-298,0
2604,-361,27161,-299,-299,0
2605,-359,27142,-297,-297,0
2606,-352,27123,-291,-291,0
2607,-336,27104,-278,-278,0
2608,-318,27085,-263,-263,0
2609,-294,27066,-243,-243,0
2610,-264,27047,-218,-218,0
2611,-230,27028,-190,-190,0
2612,-193,27008,-159,-159,0
2613,-152,26989,-125,-125,0
2614,-109,26970,-90,-90,0
2615,-63,26951,-52,-52,0
2616,-16,26932,-13,-13,0
2617,32,26912,26,26,0
2618,79,26893,65,65,0
2619,122,26874,100,100,0
2620,166,26855,136,136,0
2621,207,26835,170,170,0
2622,243,26816,199,199,0
2623,275,26796,225,225,0
2624,303,26777,248,248,0
2625,325,26758,265,265,0
2626,340,26738,277,277,0
2627,351,26719,286,286,0
2628,357,26699,291,291,0
2629,359,26680,292,292,0
2630,354,26660,288,288,0
2631,341,26640,277,277,0
2632,327,26621,266,266,0
2633,306,26601,248,248,0
2634,281,26582,228,228,0
2635,254,26562,206,206,0
2636,225,26542,182,182,0
2637,196,26522,159,159,0
2638,163,26503,132,132,0
2639,130,26483,105,105,0
2640,99,26463,80,80,0
2641,67,26443,54,54,0
2642,41,26423,33,33,0
2643,13,26404,10,10,0
2644,-11,26384,-9,-9,0
2645,-32,26364,-26,-26,0
2646,-50,26344,-40,-40,0
2647,-62,26324,-50,-50,0
2648,-73,26304,-59,-59,0
2649,-77,26284,-62,-62,0
2650,-76,26264,-61,-61,0
2651,-74,26244,-59,-59,0
2652,-66,26224,-53,-53,0
2653,-58,26204,-46,-46,0
2654,-47,26183,-38,-38,0
2655,-33,26163,-26,-26,0
2656,-18,26143,-14,-14,0
2657,-3,26123,-2,-2,0
2658,11,26103,9,9,0
2659,29,26082,23,23,0
2660,45,26062,36,36,0
2661,53,26042,42,42,0
2662,63,26022,50,50,0
2663,71,26001,56,56,0
2664,75,25981,59,59,0
2665,75,25961,59,59,0
2666,70,25940,55,55,0
2667,63,25920,50,50,0
2668,51,25899,40,40,0
2669,37,25879,29,29,0
2670,18,25858,14,14,0
2671,-6,25838,-5,-5,0
2672,-33,25817,-26,-26,0
2673,-61,25797,-48,-48,0
2674,-92,25776,-72,-72,0
2675,-124,25756,-97,-97,0
2676,-155,25735,-122,-122,0
2677,-188,25714,-148,-148,0
2678,-220,25694,-173,-173,0
2679,-248,25673,-194,-194,0
2680,-277,25652,-217,-217,0
2681,-303,25631,-237,-237,0
2682,-324,25611,-253,-253,0
2683,-339,25590,-265,-265,0
2684,-350,25569,-273,-273,0
2685,-358,25548,-279,-279,0
2686,-361,25527,-281,-281,0
2687,-356,25507,-277,-277,0
2688,-345,25486,-268,-268,0
2689,-328,25465,-255,-255,0
2690,-310,25444,-241,-241,0
2691,-285,25423,-221,-221,0
2692,-252,25402,-195,-195,0
2693,-215,25381,-167,-167,0
2694,-176,25360,-136,-136,0
2695,-136,25339,-105,-105,0
2696,-90,25318,-70,-70,0
2697,-42,25297,-32,-32,0
2698,3,25276,2,2,0
2699,50,25255,39,39,0
2700,96,25233,74,74,0
2701,139,25212,107,107,0
2702,179,25191,138,138,0
2703,220,25170,169,169,0
2704,256,25149,196,196,0
2705,285,25127,219,219,0
2706,311,25106,238,238,0
2707,333,25085,255,255,0
2708,346,25064,265,265,0
2709,355,25042,271,271,0
2710,360,25021,275,275,0
2711,357,25000,272,272,0
2712,347,24978,265,265,0
2713,335,24957,255,255,0
2714,320,24935,244,244,0
2715,297,24914,226,226,0
2716,271,24892,206,206,0
2717,245,24871,186,186,0
2718,215,24849,163,163,0
2719,183,24828,139,139,0
2720,151,24806,114,114,0
2721,119,24785,90,90,0
2722,87,24763,66,66,0
2723,57,24742,43,43,0
2724,29,24720,22,22,0
2725,4,24698,3,3,0
2726,-18,24677,-14,-14,0
2727,-39,24655,-29,-29,0
2728,-55,24633,-41,-41,0
2729,-65,24611,-49,-49,0
2730,-73,24590,-55,-55,0
2731,-76,24568,-57,-57,0
2732,-75,24546,-56,-56,0
2733,-72,24524,-54,-54,0
2734,-64,24503,-48,-48,0
2735,-53,24481,-40,-40,0
2736,-42,24459,-31,-31,0
2737,-29,24437,-22,-22,0
2738,-12,24415,-9,-9,0
2739,6,24393,4,4,0
2740,18,24371,13,13,0
2741,33,24349,25,25,0
2742,48,24327,36,36,0
2743,59,24305,44,44,0
2744,66,24283,49,49,0
2745,71,24261,53,53,0
2746,73,24239,54,54,0
2747,73,24217,54,54,0
2748,69,24195,51,51,0
2749,57,24173,42,42,0
2750,45,24151,33,33,0
2751,28,24129,21,21,0
2752,8,24107,6,6,0
2753,-16,24084,-12,-12,0
2754,-44,24062,-32,-32,0
2755,-73,24040,-54,-54,0
2756,-105,24018,-77,-77,0
2757,-135,23996,-99,-99,0
2758,-166,23973,-121,-121,0
2759,-201,23951,-147,-147,0
2760,-231,23929,-169,-169,0
2761,-259,23906,-189,-189,0
2762,-287,23884,-209,-209,0
2763,-309,23862,-225,-225,0
2764,-330,23839,-240,-240,0
2765,-346,23817,-251,-251,0
2766,-353,23795,-256,-256,0
2767,-359,23772,-260,-260,0
2768,-359,23750,-260,-260,0
2769,-351,23727,-254,-254,0
2770,-340,23705,-246,-246,0
2771,-323,23682,-233,-233,0
2772,-302,23660,-218,-218,0
2773,-274,23637,-198,-198,0
2774,-239,23615,-172,-172,0
2775,-203,23592,-146,-146,0
2776,-163,23570,-117,-117,0
2777,-120,23547,-86,-86,0
2778,-74,23524,-53,-53,0
2779,-26,23502,-19,-19,0
