cycle,bin,power_hex,power_unsigned
274208,1241,00000000,0
274209,1242,00000000,0
274210,1243,00000000,0
274211,1244,00000000,0
274212,1245,00000000,0
274213,1246,00000000,0
274214,1247,00000000,0
274215,1248,00000000,0
274216,1249,00000000,0
274217,1250,00000000,0
274218,1251,00000000,0
274219,1252,00000000,0
274220,1253,00000000,0
274221,1254,00000000,0
274222,1255,00000000,0
274223,1256,00000000,0
274224,1257,00000000,0
274225,1258,00000000,0
274226,1259,00000000,0
274227,1260,00000000,0
274228,1261,00000000,0
274229,1262,00000000,0
274230,1263,00000000,0
274231,1264,00000000,0
274232,1265,00000000,0
274233,1266,00000000,0
274234,1267,00000000,0
274235,1268,00000000,0
274236,1269,00000000,0
274237,1270,00000000,0
274238,1271,00000000,0
274239,1272,00000000,0
274240,1273,00000000,0
274241,1274,00000000,0
274242,1275,00000000,0
274243,1276,00000000,0
274244,1277,00000000,0
274245,1278,00000000,0
274246,1279,00000000,0
274247,1280,00000000,0
274248,1281,00000000,0
274249,1282,00000000,0
274250,1283,00000000,0
274251,1284,00000000,0
274252,1285,00000000,0
274253,1286,00000000,0
274254,1287,00000000,0
274255,1288,00000000,0
274256,1289,00000000,0
274257,1290,00000000,0
274258,1291,00000000,0
274259,1292,00000000,0
274260,1293,00000000,0
274261,1294,00000000,0
274262,1295,00000000,0
274263,1296,00000000,0
274264,1297,00000000,0
274265,1298,00000000,0
274266,1299,00000000,0
274267,1300,00000000,0
274268,1301,00000000,0
274269,1302,00000000,0
274270,1303,00000000,0
274271,1304,00000000,0
274272,1305,00000000,0
274273,1306,00000000,0
274274,1307,00000000,0
274275,1308,00000000,0
274276,1309,00000000,0
274277,1310,00000000,0
274278,1311,00000000,0
274279,1312,00000000,0
274280,1313,00000000,0
274281,1314,00000000,0
274282,1315,00000000,0
274283,1316,00000000,0
274284,1317,00000000,0
274285,1318,00000000,0
274286,1319,00000000,0
274287,1320,00000000,0
274288,1321,00000000,0
274289,1322,00000000,0
274290,1323,00000000,0
274291,1324,00000000,0
274292,1325,00000000,0
274293,1326,00000000,0
274294,1327,00000000,0
274295,1328,00000000,0
274296,1329,00000000,0
274297,1330,00000000,0
274298,1331,00000000,0
274299,1332,00000000,0
274300,1333,00000000,0
274301,1334,00000000,0
274302,1335,00000000,0
274303,1336,00000000,0
274304,1337,00000000,0
274305,1338,00000000,0
274306,1339,00000000,0
274307,1340,00000000,0
274308,1341,00000000,0
274309,1342,00000000,0
274310,1343,00000000,0
274311,1344,00000000,0
274312,1345,00000000,0
274313,1346,00000000,0
274314,1347,00000000,0
274315,1348,00000000,0
274316,1349,00000000,0
274317,1350,00000000,0
274318,1351,00000000,0
274319,1352,00000000,0
274320,1353,00000000,0
274321,1354,00000000,0
274322,1355,00000000,0
274323,1356,00000000,0
274324,1357,00000000,0
274325,1358,00000000,0
274326,1359,00000000,0
274327,1360,00000000,0
274328,1361,00000000,0
274329,1362,00000000,0
274330,1363,00000000,0
274331,1364,00000000,0
274332,1365,00000000,0
274333,1366,00000000,0
274334,1367,00000000,0
274335,1368,00000000,0
274336,1369,00000000,0
274337,1370,00000000,0
274338,1371,00000000,0
274339,1372,00000000,0
274340,1373,00000000,0
274341,1374,00000000,0
274342,1375,00000000,0
274343,1376,00000000,0
274344,1377,00000000,0
274345,1378,00000000,0
274346,1379,00000000,0
274347,1380,00000000,0
274348,1381,00000000,0
274349,1382,00000000,0
274350,1383,00000000,0
274351,1384,00000000,0
274352,1385,00000000,0
274353,1386,00000000,0
274354,1387,00000000,0
274355,1388,00000000,0
274356,1389,00000000,0
274357,1390,00000000,0
274358,1391,00000000,0
274359,1392,00000000,0
274360,1393,00000000,0
274361,1394,00000000,0
274362,1395,00000000,0
274363,1396,00000000,0
274364,1397,00000000,0
274365,1398,00000000,0
274366,1399,00000000,0
274367,1400,00000000,0
274368,1401,00000000,0
274369,1402,00000000,0
274370,1403,00000000,0
274371,1404,00000000,0
274372,1405,00000000,0
274373,1406,00000000,0
274374,1407,00000000,0
274375,1408,00000000,0
274376,1409,00000000,0
274377,1410,00000000,0
274378,1411,00000000,0
274379,1412,00000000,0
274380,1413,00000000,0
274381,1414,00000000,0
274382,1415,00000000,0
274383,1416,00000000,0
274384,1417,00000000,0
274385,1418,00000000,0
274386,1419,00000000,0
274387,1420,00000000,0
274388,1421,00000000,0
274389,1422,00000000,0
274390,1423,00000000,0
274391,1424,00000000,0
274392,1425,00000000,0
274393,1426,00000000,0
274394,1427,00000000,0
274395,1428,00000000,0
274396,1429,00000000,0
274397,1430,00000000,0
274398,1431,00000000,0
274399,1432,00000000,0
274400,1433,00000000,0
274401,1434,00000000,0
274402,1435,00000000,0
274403,1436,00000000,0
274404,1437,00000000,0
274405,1438,00000000,0
274406,1439,00000000,0
274407,1440,00000000,0
274408,1441,00000000,0
274409,1442,00000000,0
274410,1443,00000000,0
274411,1444,00000000,0
274412,1445,00000000,0
274413,1446,00000000,0
274414,1447,00000000,0
274415,1448,00000000,0
274416,1449,00000000,0
274417,1450,00000000,0
274418,1451,00000000,0
274419,1452,00000000,0
274420,1453,00000000,0
274421,1454,00000000,0
274422,1455,00000000,0
274423,1456,00000000,0
274424,1457,00000000,0
274425,1458,00000000,0
274426,1459,00000000,0
274427,1460,00000000,0
274428,1461,00000000,0
274429,1462,00000000,0
274430,1463,00000000,0
274431,1464,00000000,0
274432,1465,00000000,0
274433,1466,00000000,0
274434,1467,00000000,0
274435,1468,00000000,0
274436,1469,00000000,0
274437,1470,00000000,0
274438,1471,00000000,0
274439,1472,00000000,0
274440,1473,00000000,0
274441,1474,00000000,0
274442,1475,00000000,0
274443,1476,00000000,0
274444,1477,00000000,0
274445,1478,00000000,0
274446,1479,00000000,0
274447,1480,00000000,0
274448,1481,00000000,0
274449,1482,00000000,0
274450,1483,00000000,0
274451,1484,00000000,0
274452,1485,00000000,0
274453,1486,00000000,0
274454,1487,00000000,0
274455,1488,00000000,0
274456,1489,00000000,0
274457,1490,00000000,0
274458,1491,00000000,0
274459,1492,00000000,0
274460,1493,00000000,0
274461,1494,00000000,0
274462,1495,00000000,0
274463,1496,00000000,0
274464,1497,00000000,0
274465,1498,00000000,0
274466,1499,00000000,0
274467,1500,00000000,0
274468,1501,00000000,0
274469,1502,00000000,0
274470,1503,00000000,0
274471,1504,00000000,0
274472,1505,00000000,0
274473,1506,00000000,0
274474,1507,00000000,0
274475,1508,00000000,0
274476,1509,00000000,0
274477,1510,00000000,0
274478,1511,00000000,0
274479,1512,00000000,0
274480,1513,00000000,0
274481,1514,00000000,0
274482,1515,00000000,0
274483,1516,00000000,0
274484,1517,00000000,0
274485,1518,00000000,0
274486,1519,00000000,0
274487,1520,00000000,0
274488,1521,00000000,0
274489,1522,00000000,0
274490,1523,00000000,0
274491,1524,00000000,0
274492,1525,00000000,0
274493,1526,00000000,0
274494,1527,00000000,0
274495,1528,00000000,0
274496,1529,00000000,0
274497,1530,00000000,0
274498,1531,00000000,0
274499,1532,00000000,0
274500,1533,00000000,0
274501,1534,00000000,0
274502,1535,00000000,0
274503,1536,00000000,0
274504,1537,00000000,0
274505,1538,00000000,0
274506,1539,00000000,0
274507,1540,00000000,0
274508,1541,00000000,0
274509,1542,00000000,0
274510,1543,00000000,0
274511,1544,00000000,0
274512,1545,00000000,0
274513,1546,00000000,0
274514,1547,00000000,0
274515,1548,00000000,0
274516,1549,00000000,0
274517,1550,00000000,0
274518,1551,00000000,0
274519,1552,00000000,0
274520,1553,00000000,0
274521,1554,00000000,0
274522,1555,00000000,0
274523,1556,00000000,0
274524,1557,00000000,0
274525,1558,00000000,0
274526,1559,00000000,0
274527,1560,00000000,0
274528,1561,00000000,0
274529,1562,00000000,0
274530,1563,00000000,0
274531,1564,00000000,0
274532,1565,00000000,0
274533,1566,00000000,0
274534,1567,00000000,0
274535,1568,00000000,0
274536,1569,00000000,0
274537,1570,00000000,0
274538,1571,00000000,0
274539,1572,00000000,0
274540,1573,00000000,0
274541,1574,00000000,0
274542,1575,00000000,0
274543,1576,00000000,0
274544,1577,00000000,0
274545,1578,00000000,0
274546,1579,00000000,0
274547,1580,00000000,0
274548,1581,00000000,0
274549,1582,00000000,0
274550,1583,00000000,0
274551,1584,00000000,0
274552,1585,00000000,0
274553,1586,00000000,0
274554,1587,00000000,0
274555,1588,00000000,0
274556,1589,00000000,0
274557,1590,00000000,0
274558,1591,00000000,0
274559,1592,00000000,0
274560,1593,00000000,0
274561,1594,00000000,0
274562,1595,00000000,0
274563,1596,00000000,0
274564,1597,00000000,0
274565,1598,00000000,0
274566,1599,00000000,0
274567,1600,00000000,0
274568,1601,00000000,0
274569,1602,00000000,0
274570,1603,00000000,0
274571,1604,00000000,0
274572,1605,00000000,0
274573,1606,00000000,0
274574,1607,00000000,0
274575,1608,00000000,0
274576,1609,00000000,0
274577,1610,00000000,0
274578,1611,00000000,0
274579,1612,00000000,0
274580,1613,00000000,0
274581,1614,00000000,0
274582,1615,00000000,0
274583,1616,00000000,0
274584,1617,00000000,0
274585,1618,00000000,0
274586,1619,00000000,0
274587,1620,00000000,0
274588,1621,00000000,0
274589,1622,00000000,0
274590,1623,00000000,0
274591,1624,00000000,0
274592,1625,00000000,0
274593,1626,00000000,0
274594,1627,00000000,0
274595,1628,00000000,0
274596,1629,00000000,0
274597,1630,00000000,0
274598,1631,00000000,0
274599,1632,00000000,0
274600,1633,00000000,0
274601,1634,00000000,0
274602,1635,00000000,0
274603,1636,00000000,0
274604,1637,00000000,0
274605,1638,00000000,0
274606,1639,00000000,0
274607,1640,00000000,0
274608,1641,00000000,0
274609,1642,00000000,0
274610,1643,00000000,0
274611,1644,00000000,0
274612,1645,00000000,0
274613,1646,00000000,0
274614,1647,00000000,0
274615,1648,00000000,0
274616,1649,00000000,0
274617,1650,00000000,0
274618,1651,00000000,0
274619,1652,00000000,0
274620,1653,00000000,0
274621,1654,00000000,0
274622,1655,00000000,0
274623,1656,00000000,0
274624,1657,00000000,0
274625,1658,00000000,0
274626,1659,00000000,0
274627,1660,00000000,0
274628,1661,00000000,0
274629,1662,00000000,0
274630,1663,00000000,0
274631,1664,00000000,0
274632,1665,00000000,0
274633,1666,00000000,0
274634,1667,00000000,0
274635,1668,00000000,0
274636,1669,00000000,0
274637,1670,00000000,0
274638,1671,00000000,0
274639,1672,00000000,0
274640,1673,00000000,0
274641,1674,00000000,0
274642,1675,00000000,0
274643,1676,00000000,0
274644,1677,00000000,0
274645,1678,00000000,0
274646,1679,00000000,0
274647,1680,00000000,0
274648,1681,00000000,0
274649,1682,00000000,0
274650,1683,00000000,0
274651,1684,00000000,0
274652,1685,00000000,0
274653,1686,00000000,0
274654,1687,00000000,0
274655,1688,00000000,0
274656,1689,00000000,0
274657,1690,00000000,0
274658,1691,00000000,0
274659,1692,00000000,0
274660,1693,00000000,0
274661,1694,00000000,0
274662,1695,00000000,0
274663,1696,00000000,0
274664,1697,00000000,0
274665,1698,00000000,0
274666,1699,00000000,0
274667,1700,00000000,0
274668,1701,00000000,0
274669,1702,00000000,0
274670,1703,00000000,0
274671,1704,00000000,0
274672,1705,00000000,0
274673,1706,00000000,0
274674,1707,00000000,0
274675,1708,00000000,0
274676,1709,00000000,0
274677,1710,00000000,0
274678,1711,00000000,0
274679,1712,00000000,0
274680,1713,00000000,0
274681,1714,00000000,0
274682,1715,00000000,0
274683,1716,00000000,0
274684,1717,00000000,0
274685,1718,00000000,0
274686,1719,00000000,0
274687,1720,00000000,0
274688,1721,00000000,0
274689,1722,00000000,0
274690,1723,00000000,0
274691,1724,00000000,0
274692,1725,00000000,0
274693,1726,00000000,0
274694,1727,00000000,0
274695,1728,00000000,0
274696,1729,00000000,0
274697,1730,00000000,0
274698,1731,00000000,0
274699,1732,00000000,0
274700,1733,00000000,0
274701,1734,00000000,0
274702,1735,00000000,0
274703,1736,00000000,0
274704,1737,00000000,0
274705,1738,00000000,0
274706,1739,00000000,0
274707,1740,00000000,0
274708,1741,00000000,0
274709,1742,00000000,0
274710,1743,00000000,0
274711,1744,00000000,0
274712,1745,00000000,0
274713,1746,00000000,0
274714,1747,00000000,0
274715,1748,00000000,0
274716,1749,00000000,0
274717,1750,00000000,0
274718,1751,00000000,0
274719,1752,00000000,0
274720,1753,00000000,0
274721,1754,00000000,0
274722,1755,00000000,0
274723,1756,00000000,0
274724,1757,00000000,0
274725,1758,00000000,0
274726,1759,00000000,0
274727,1760,00000000,0
274728,1761,00000000,0
274729,1762,00000000,0
274730,1763,00000000,0
274731,1764,00000000,0
274732,1765,00000000,0
274733,1766,00000000,0
274734,1767,00000000,0
274735,1768,00000000,0
274736,1769,00000000,0
274737,1770,00000000,0
274738,1771,00000000,0
274739,1772,00000000,0
274740,1773,00000000,0
274741,1774,00000000,0
274742,1775,00000000,0
274743,1776,00000000,0
274744,1777,00000000,0
274745,1778,00000000,0
274746,1779,00000000,0
274747,1780,00000000,0
274748,1781,00000000,0
274749,1782,00000000,0
274750,1783,00000000,0
274751,1784,00000000,0
274752,1785,00000000,0
274753,1786,00000000,0
274754,1787,00000000,0
274755,1788,00000000,0
274756,1789,00000000,0
274757,1790,00000000,0
274758,1791,00000000,0
274759,1792,00000000,0
274760,1793,00000000,0
274761,1794,00000000,0
274762,1795,00000000,0
274763,1796,00000000,0
274764,1797,00000000,0
274765,1798,00000000,0
274766,1799,00000000,0
274767,1800,00000000,0
274768,1801,00000000,0
274769,1802,00000000,0
274770,1803,00000000,0
274771,1804,00000000,0
274772,1805,00000000,0
274773,1806,00000000,0
274774,1807,00000000,0
274775,1808,00000000,0
274776,1809,00000000,0
274777,1810,00000000,0
274778,1811,00000000,0
274779,1812,00000000,0
274780,1813,00000000,0
274781,1814,00000000,0
274782,1815,00000000,0
274783,1816,00000000,0
274784,1817,00000000,0
274785,1818,00000000,0
274786,1819,00000000,0
274787,1820,00000000,0
274788,1821,00000000,0
274789,1822,00000000,0
274790,1823,00000000,0
274791,1824,00000000,0
274792,1825,00000000,0
274793,1826,00000000,0
274794,1827,00000000,0
274795,1828,00000000,0
274796,1829,00000000,0
274797,1830,00000000,0
274798,1831,00000000,0
274799,1832,00000000,0
274800,1833,00000000,0
274801,1834,00000000,0
274802,1835,00000000,0
274803,1836,00000000,0
274804,1837,00000000,0
274805,1838,00000000,0
274806,1839,00000000,0
274807,1840,00000000,0
274808,1841,00000000,0
274809,1842,00000000,0
274810,1843,00000000,0
274811,1844,00000000,0
274812,1845,00000000,0
274813,1846,00000000,0
274814,1847,00000000,0
274815,1848,00000000,0
274816,1849,00000000,0
274817,1850,00000000,0
274818,1851,00000000,0
274819,1852,00000000,0
274820,1853,00000000,0
274821,1854,00000000,0
274822,1855,00000000,0
274823,1856,00000000,0
274824,1857,00000000,0
274825,1858,00000000,0
274826,1859,00000000,0
274827,1860,00000000,0
274828,1861,00000000,0
274829,1862,00000000,0
274830,1863,00000000,0
274831,1864,00000000,0
274832,1865,00000000,0
274833,1866,00000000,0
274834,1867,00000000,0
274835,1868,00000000,0
274836,1869,00000000,0
274837,1870,00000000,0
274838,1871,00000000,0
274839,1872,00000000,0
274840,1873,00000000,0
274841,1874,00000000,0
274842,1875,00000000,0
274843,1876,00000000,0
274844,1877,00000000,0
274845,1878,00000000,0
274846,1879,00000000,0
274847,1880,00000000,0
274848,1881,00000000,0
274849,1882,00000000,0
274850,1883,00000000,0
274851,1884,00000000,0
274852,1885,00000000,0
274853,1886,00000000,0
274854,1887,00000000,0
274855,1888,00000000,0
274856,1889,00000000,0
274857,1890,00000000,0
274858,1891,00000000,0
274859,1892,00000000,0
274860,1893,00000000,0
274861,1894,00000000,0
274862,1895,00000000,0
274863,1896,00000000,0
274864,1897,00000000,0
274865,1898,00000000,0
274866,1899,00000000,0
274867,1900,00000000,0
274868,1901,00000000,0
274869,1902,00000000,0
274870,1903,00000000,0
274871,1904,00000000,0
274872,1905,00000000,0
274873,1906,00000000,0
274874,1907,00000000,0
274875,1908,00000000,0
274876,1909,00000000,0
274877,1910,00000000,0
274878,1911,00000000,0
274879,1912,00000000,0
274880,1913,00000000,0
274881,1914,00000000,0
274882,1915,00000000,0
274883,1916,00000000,0
274884,1917,00000000,0
274885,1918,00000000,0
274886,1919,00000000,0
274887,1920,00000000,0
274888,1921,00000000,0
274889,1922,00000000,0
274890,1923,00000000,0
274891,1924,00000000,0
274892,1925,00000000,0
274893,1926,00000000,0
274894,1927,00000000,0
274895,1928,00000000,0
274896,1929,00000000,0
274897,1930,00000000,0
274898,1931,00000000,0
274899,1932,00000000,0
274900,1933,00000000,0
274901,1934,00000000,0
274902,1935,00000000,0
274903,1936,00000000,0
274904,1937,00000000,0
274905,1938,00000000,0
274906,1939,00000000,0
274907,1940,00000000,0
274908,1941,00000000,0
274909,1942,00000000,0
274910,1943,00000000,0
274911,1944,00000000,0
274912,1945,00000000,0
274913,1946,00000000,0
274914,1947,00000000,0
274915,1948,00000000,0
274916,1949,00000000,0
274917,1950,00000000,0
274918,1951,00000000,0
274919,1952,00000000,0
274920,1953,00000000,0
274921,1954,00000000,0
274922,1955,00000000,0
274923,1956,00000000,0
274924,1957,00000000,0
274925,1958,00000000,0
274926,1959,00000000,0
274927,1960,00000000,0
274928,1961,00000000,0
274929,1962,00000000,0
274930,1963,00000000,0
274931,1964,00000000,0
274932,1965,00000000,0
274933,1966,00000000,0
274934,1967,00000000,0
274935,1968,00000000,0
274936,1969,00000000,0
274937,1970,00000000,0
274938,1971,00000000,0
274939,1972,00000000,0
274940,1973,00000000,0
274941,1974,00000000,0
274942,1975,00000000,0
274943,1976,00000000,0
274944,1977,00000000,0
274945,1978,00000000,0
274946,1979,00000000,0
274947,1980,00000000,0
274948,1981,00000000,0
274949,1982,00000000,0
274950,1983,00000000,0
274951,1984,00000000,0
274952,1985,00000000,0
274953,1986,00000000,0
274954,1987,00000000,0
274955,1988,00000000,0
274956,1989,00000000,0
274957,1990,00000000,0
274958,1991,00000000,0
274959,1992,00000000,0
274960,1993,00000000,0
274961,1994,00000000,0
274962,1995,00000000,0
274963,1996,00000000,0
274964,1997,00000000,0
274965,1998,00000000,0
274966,1999,00000000,0
274967,2000,00000000,0
274968,2001,00000000,0
274969,2002,00000000,0
274970,2003,00000000,0
274971,2004,00000000,0
274972,2005,00000000,0
274973,2006,00000000,0
274974,2007,00000000,0
274975,2008,00000000,0
274976,2009,00000000,0
274977,2010,00000000,0
274978,2011,00000000,0
274979,2012,00000000,0
274980,2013,00000000,0
274981,2014,00000000,0
274982,2015,00000000,0
274983,2016,00000000,0
274984,2017,00000000,0
274985,2018,00000000,0
274986,2019,00000000,0
274987,2020,00000000,0
274988,2021,00000000,0
274989,2022,00000000,0
274990,2023,00000000,0
274991,2024,00000000,0
274992,2025,00000000,0
274993,2026,00000000,0
274994,2027,00000000,0
274995,2028,00000000,0
274996,2029,00000000,0
274997,2030,00000000,0
274998,2031,00000000,0
274999,2032,00000000,0
275000,2033,00000000,0
275001,2034,00000000,0
275002,2035,00000000,0
275003,2036,00000000,0
275004,2037,00000000,0
275005,2038,00000000,0
275006,2039,00000000,0
275007,2040,00000000,0
275008,2041,00000000,0
275009,2042,00000000,0
275010,2043,00000000,0
275011,2044,00000000,0
275012,2045,00000000,0
275013,2046,00000000,0
275014,2047,00000000,0
