time_ps,bram_addr,bram_en,bram_we,bram_wrdata,fir_data,fir_valid,vpp_data,vpp_valid,mean_square_data,mean_square_valid,writer_busy,vpp_done,mean_square_done
2085285000,0x01c88,1,1111,0xfecdfecf,-307,1,0x00000000,0,0x00000000,0,1,0,0
2085305000,0x01c8c,1,1111,0xfecdfecf,-307,1,0x00000000,0,0x00000000,0,1,0,0
2085325000,0x01c90,1,1111,0xfeccfec8,-308,1,0x00000000,0,0x00000000,0,1,0,0
2085345000,0x01c94,1,1111,0xfed2fec7,-302,1,0x00000000,0,0x00000000,0,1,0,0
2085365000,0x01c98,1,1111,0xfec8fec7,-312,1,0x00000000,0,0x00000000,0,1,0,0
2085385000,0x01c9c,1,1111,0xfec2fec2,-318,1,0x00000000,0,0x00000000,0,1,0,0
2085405000,0x01ca0,1,1111,0xfec0febb,-320,1,0x00000000,0,0x00000000,0,1,0,0
2085425000,0x01ca4,1,1111,0xfeb8fec4,-328,1,0x00000000,0,0x00000000,0,1,0,0
2085445000,0x01ca8,1,1111,0xfebbfeb1,-325,1,0x00000000,0,0x00000000,0,1,0,0
2085465000,0x01cac,1,1111,0xfeb6febd,-330,1,0x00000000,0,0x00000000,0,1,0,0
2085485000,0x01cb0,1,1111,0xfeb8feb8,-328,1,0x00000000,0,0x00000000,0,1,0,0
2085505000,0x01cb4,1,1111,0xfeb8feaf,-328,1,0x00000000,0,0x00000000,0,1,0,0
2085525000,0x01cb8,1,1111,0xfeabfebc,-341,1,0x00000000,0,0x00000000,0,1,0,0
2085545000,0x01cbc,1,1111,0xfeb0feb4,-336,1,0x00000000,0,0x00000000,0,1,0,0
2085565000,0x01cc0,1,1111,0xfea6feb2,-346,1,0x00000000,0,0x00000000,0,1,0,0
2085585000,0x01cc4,1,1111,0xfeaefeb0,-338,1,0x00000000,0,0x00000000,0,1,0,0
2085605000,0x01cc8,1,1111,0xfea7fea8,-345,1,0x00000000,0,0x00000000,0,1,0,0
2085625000,0x01ccc,1,1111,0xfeaefeb1,-338,1,0x00000000,0,0x00000000,0,1,0,0
2085645000,0x01cd0,1,1111,0xfea5fea6,-347,1,0x00000000,0,0x00000000,0,1,0,0
2085665000,0x01cd4,1,1111,0xfea5fe9b,-347,1,0x00000000,0,0x00000000,0,1,0,0
2085685000,0x01cd8,1,1111,0xfea2fea8,-350,1,0x00000000,0,0x00000000,0,1,0,0
2085705000,0x01cdc,1,1111,0xfea7fea9,-345,1,0x00000000,0,0x00000000,0,1,0,0
2085725000,0x01ce0,1,1111,0xfe9dfe99,-355,1,0x00000000,0,0x00000000,0,1,0,0
2085745000,0x01ce4,1,1111,0xfea8fea5,-344,1,0x00000000,0,0x00000000,0,1,0,0
2085765000,0x01ce8,1,1111,0xfe9dfea3,-355,1,0x00000000,0,0x00000000,0,1,0,0
2085785000,0x01cec,1,1111,0xfea3fea1,-349,1,0x00000000,0,0x00000000,0,1,0,0
2085805000,0x01cf0,1,1111,0xfea0fe9c,-352,1,0x00000000,0,0x00000000,0,1,0,0
2085825000,0x01cf4,1,1111,0xfea2fe9e,-350,1,0x00000000,0,0x00000000,0,1,0,0
2085845000,0x01cf8,1,1111,0xfe98fe9a,-360,1,0x00000000,0,0x00000000,0,1,0,0
2085865000,0x01cfc,1,1111,0xfe9efe98,-354,1,0x00000000,0,0x00000000,0,1,0,0
2085885000,0x01d00,1,1111,0xfea0fe92,-352,1,0x00000000,0,0x00000000,0,1,0,0
2085905000,0x01d04,1,1111,0xfe99fe9a,-359,1,0x00000000,0,0x00000000,0,1,0,0
2085925000,0x01d08,1,1111,0xfe99fe94,-359,1,0x00000000,0,0x00000000,0,1,0,0
2085945000,0x01d0c,1,1111,0xfe96fe94,-362,1,0x00000000,0,0x00000000,0,1,0,0
2085965000,0x01d10,1,1111,0xfe97fe91,-361,1,0x00000000,0,0x00000000,0,1,0,0
2085985000,0x01d14,1,1111,0xfe9cfe98,-356,1,0x00000000,0,0x00000000,0,1,0,0
2086005000,0x01d18,1,1111,0xfe95fe93,-363,1,0x00000000,0,0x00000000,0,1,0,0
2086025000,0x01d1c,1,1111,0xfea0fe98,-352,1,0x00000000,0,0x00000000,0,1,0,0
2086045000,0x01d20,1,1111,0xfe98fe95,-360,1,0x00000000,0,0x00000000,0,1,0,0
2086065000,0x01d24,1,1111,0xfe9dfe9c,-355,1,0x00000000,0,0x00000000,0,1,0,0
2086085000,0x01d28,1,1111,0xfe99fe9d,-359,1,0x00000000,0,0x00000000,0,1,0,0
2086105000,0x01d2c,1,1111,0xfe93fe99,-365,1,0x00000000,0,0x00000000,0,1,0,0
2086125000,0x01d30,1,1111,0xfea7fe9e,-345,1,0x00000000,0,0x00000000,0,1,0,0
2086145000,0x01d34,1,1111,0xfe94fe9c,-364,1,0x00000000,0,0x00000000,0,1,0,0
2086165000,0x01d38,1,1111,0xfe98fe99,-360,1,0x00000000,0,0x00000000,0,1,0,0
2086185000,0x01d3c,1,1111,0xfe9efea3,-354,1,0x00000000,0,0x00000000,0,1,0,0
2086205000,0x01d40,1,1111,0xfe94fe97,-364,1,0x00000000,0,0x00000000,0,1,0,0
2086225000,0x01d44,1,1111,0xfea2fe9e,-350,1,0x00000000,0,0x00000000,0,1,0,0
2086245000,0x01d48,1,1111,0xfe9dfe9a,-355,1,0x00000000,0,0x00000000,0,1,0,0
2086265000,0x01d4c,1,1111,0xfea0fe9c,-352,1,0x00000000,0,0x00000000,0,1,0,0
2086285000,0x01d50,1,1111,0xfe9efe97,-354,1,0x00000000,0,0x00000000,0,1,0,0
2086305000,0x01d54,1,1111,0xfe99fea1,-359,1,0x00000000,0,0x00000000,0,1,0,0
2086325000,0x01d58,1,1111,0xfe9efea0,-354,1,0x00000000,0,0x00000000,0,1,0,0
2086345000,0x01d5c,1,1111,0xfea4fea1,-348,1,0x00000000,0,0x00000000,0,1,0,0
2086365000,0x01d60,1,1111,0xfea4fea0,-348,1,0x00000000,0,0x00000000,0,1,0,0
2086385000,0x01d64,1,1111,0xfeacfeab,-340,1,0x00000000,0,0x00000000,0,1,0,0
2086405000,0x01d68,1,1111,0xfea5fea6,-347,1,0x00000000,0,0x00000000,0,1,0,0
2086425000,0x01d6c,1,1111,0xfea4feaf,-348,1,0x00000000,0,0x00000000,0,1,0,0
2086445000,0x01d70,1,1111,0xfeabfea9,-341,1,0x00000000,0,0x00000000,0,1,0,0
2086465000,0x01d74,1,1111,0xfeaffeab,-337,1,0x00000000,0,0x00000000,0,1,0,0
2086485000,0x01d78,1,1111,0xfeabfeb2,-341,1,0x00000000,0,0x00000000,0,1,0,0
2086505000,0x01d7c,1,1111,0xfeadfea8,-339,1,0x00000000,0,0x00000000,0,1,0,0
2086525000,0x01d80,1,1111,0xfeb7feb0,-329,1,0x00000000,0,0x00000000,0,1,0,0
2086545000,0x01d84,1,1111,0xfeb5feb4,-331,1,0x00000000,0,0x00000000,0,1,0,0
2086565000,0x01d88,1,1111,0xfeb4feb9,-332,1,0x00000000,0,0x00000000,0,1,0,0
2086585000,0x01d8c,1,1111,0xfec1feb3,-319,1,0x00000000,0,0x00000000,0,1,0,0
2086605000,0x01d90,1,1111,0xfebcfeb8,-324,1,0x00000000,0,0x00000000,0,1,0,0
2086625000,0x01d94,1,1111,0xfeb7fec3,-329,1,0x00000000,0,0x00000000,0,1,0,0
2086645000,0x01d98,1,1111,0xfec6febe,-314,1,0x00000000,0,0x00000000,0,1,0,0
2086665000,0x01d9c,1,1111,0xfec3fec4,-317,1,0x00000000,0,0x00000000,0,1,0,0
2086685000,0x01da0,1,1111,0xfeccfec2,-308,1,0x00000000,0,0x00000000,0,1,0,0
2086705000,0x01da4,1,1111,0xfec5fec7,-315,1,0x00000000,0,0x00000000,0,1,0,0
2086725000,0x01da8,1,1111,0xfec9fed1,-311,1,0x00000000,0,0x00000000,0,1,0,0
2086745000,0x01dac,1,1111,0xfed3fece,-301,1,0x00000000,0,0x00000000,0,1,0,0
2086765000,0x01db0,1,1111,0xfed2fed6,-302,1,0x00000000,0,0x00000000,0,1,0,0
2086785000,0x01db4,1,1111,0xfed5fed2,-299,1,0x00000000,0,0x00000000,0,1,0,0
2086805000,0x01db8,1,1111,0xfeddfed9,-291,1,0x00000000,0,0x00000000,0,1,0,0
2086825000,0x01dbc,1,1111,0xfeddfedc,-291,1,0x00000000,0,0x00000000,0,1,0,0
2086845000,0x01dc0,1,1111,0xfedcfee5,-292,1,0x00000000,0,0x00000000,0,1,0,0
2086865000,0x01dc4,1,1111,0xfee3fee3,-285,1,0x00000000,0,0x00000000,0,1,0,0
2086885000,0x01dc8,1,1111,0xfee6feeb,-282,1,0x00000000,0,0x00000000,0,1,0,0
2086905000,0x01dcc,1,1111,0xfef3fee6,-269,1,0x00000000,0,0x00000000,0,1,0,0
2086925000,0x01dd0,1,1111,0xfef4fee7,-268,1,0x00000000,0,0x00000000,0,1,0,0
2086945000,0x01dd4,1,1111,0xfeecfef0,-276,1,0x00000000,0,0x00000000,0,1,0,0
2086965000,0x01dd8,1,1111,0xfef1fef8,-271,1,0x00000000,0,0x00000000,0,1,0,0
2086985000,0x01ddc,1,1111,0xfef6fef6,-266,1,0x00000000,0,0x00000000,0,1,0,0
2087005000,0x01de0,1,1111,0xfefffefe,-257,1,0x00000000,0,0x00000000,0,1,0,0
2087025000,0x01de4,1,1111,0xfefefeff,-258,1,0x00000000,0,0x00000000,0,1,0,0
2087045000,0x01de8,1,1111,0xff04feff,-252,1,0x00000000,0,0x00000000,0,1,0,0
2087065000,0x01dec,1,1111,0xff09ff07,-247,1,0x00000000,0,0x00000000,0,1,0,0
2087085000,0x01df0,1,1111,0xff0bff0e,-245,1,0x00000000,0,0x00000000,0,1,0,0
2087105000,0x01df4,1,1111,0xff1cff10,-228,1,0x00000000,0,0x00000000,0,1,0,0
2087125000,0x01df8,1,1111,0xff18ff1c,-232,1,0x00000000,0,0x00000000,0,1,0,0
2087145000,0x01dfc,1,1111,0xff25ff21,-219,1,0x00000000,0,0x00000000,0,1,0,0
2087165000,0x01e00,1,1111,0xff1cff1c,-228,1,0x00000000,0,0x00000000,0,1,0,0
2087185000,0x01e04,1,1111,0xff27ff2b,-217,1,0x00000000,0,0x00000000,0,1,0,0
2087205000,0x01e08,1,1111,0xff33ff2c,-205,1,0x00000000,0,0x00000000,0,1,0,0
2087225000,0x01e0c,1,1111,0xff3aff2c,-198,1,0x00000000,0,0x00000000,0,1,0,0
2087245000,0x01e10,1,1111,0xff32ff36,-206,1,0x00000000,0,0x00000000,0,1,0,0
2087265000,0x01e14,1,1111,0xff3cff35,-196,1,0x00000000,0,0x00000000,0,1,0,0
2087285000,0x01e18,1,1111,0xff3aff3d,-198,1,0x00000000,0,0x00000000,0,1,0,0
2087305000,0x01e1c,1,1111,0xff3cff40,-196,1,0x00000000,0,0x00000000,0,1,0,0
2087325000,0x01e20,1,1111,0xff4dff3e,-179,1,0x00000000,0,0x00000000,0,1,0,0
2087345000,0x01e24,1,1111,0xff47ff44,-185,1,0x00000000,0,0x00000000,0,1,0,0
2087365000,0x01e28,1,1111,0xff4aff50,-182,1,0x00000000,0,0x00000000,0,1,0,0
2087385000,0x01e2c,1,1111,0xff56ff55,-170,1,0x00000000,0,0x00000000,0,1,0,0
2087405000,0x01e30,1,1111,0xff5cff5a,-164,1,0x00000000,0,0x00000000,0,1,0,0
2087425000,0x01e34,1,1111,0xff62ff5d,-158,1,0x00000000,0,0x00000000,0,1,0,0
2087445000,0x01e38,1,1111,0xff61ff64,-159,1,0x00000000,0,0x00000000,0,1,0,0
2087465000,0x01e3c,1,1111,0xff67ff72,-153,1,0x00000000,0,0x00000000,0,1,0,0
2087485000,0x01e40,1,1111,0xff7aff6e,-134,1,0x00000000,0,0x00000000,0,1,0,0
2087505000,0x01e44,1,1111,0xff73ff74,-141,1,0x00000000,0,0x00000000,0,1,0,0
2087525000,0x01e48,1,1111,0xff7eff7a,-130,1,0x00000000,0,0x00000000,0,1,0,0
2087545000,0x01e4c,1,1111,0xff86ff84,-122,1,0x00000000,0,0x00000000,0,1,0,0
2087565000,0x01e50,1,1111,0xff82ff7e,-126,1,0x00000000,0,0x00000000,0,1,0,0
2087585000,0x01e54,1,1111,0xff8dff8b,-115,1,0x00000000,0,0x00000000,0,1,0,0
2087605000,0x01e58,1,1111,0xff8dff8e,-115,1,0x00000000,0,0x00000000,0,1,0,0
2087625000,0x01e5c,1,1111,0xff9bff97,-101,1,0x00000000,0,0x00000000,0,1,0,0
2087645000,0x01e60,1,1111,0xff9cff98,-100,1,0x00000000,0,0x00000000,0,1,0,0
2087665000,0x01e64,1,1111,0xffa6ff9f,-90,1,0x00000000,0,0x00000000,0,1,0,0
2087685000,0x01e68,1,1111,0xffadffaa,-83,1,0x00000000,0,0x00000000,0,1,0,0
2087705000,0x01e6c,1,1111,0xffb2ffaf,-78,1,0x00000000,0,0x00000000,0,1,0,0
2087725000,0x01e70,1,1111,0xffb6ffa9,-74,1,0x00000000,0,0x00000000,0,1,0,0
2087745000,0x01e74,1,1111,0xffb9ffbc,-71,1,0x00000000,0,0x00000000,0,1,0,0
2087765000,0x01e78,1,1111,0xffbfffbf,-65,1,0x00000000,0,0x00000000,0,1,0,0
2087785000,0x01e7c,1,1111,0xffbfffc7,-65,1,0x00000000,0,0x00000000,0,1,0,0
2087805000,0x01e80,1,1111,0xffcbffc8,-53,1,0x00000000,0,0x00000000,0,1,0,0
2087825000,0x01e84,1,1111,0xffd0ffc8,-48,1,0x00000000,0,0x00000000,0,1,0,0
2087845000,0x01e88,1,1111,0xffd5ffd7,-43,1,0x00000000,0,0x00000000,0,1,0,0
2087865000,0x01e8c,1,1111,0xffdcffdd,-36,1,0x00000000,0,0x00000000,0,1,0,0
2087885000,0x01e90,1,1111,0xffdcffe0,-36,1,0x00000000,0,0x00000000,0,1,0,0
2087905000,0x01e94,1,1111,0xffe7ffe2,-25,1,0x00000000,0,0x00000000,0,1,0,0
2087925000,0x01e98,1,1111,0xfff0fff5,-16,1,0x00000000,0,0x00000000,0,1,0,0
2087945000,0x01e9c,1,1111,0xfff4fff4,-12,1,0x00000000,0,0x00000000,0,1,0,0
2087965000,0x01ea0,1,1111,0xfff4fff5,-12,1,0x00000000,0,0x00000000,0,1,0,0
2087985000,0x01ea4,1,1111,0x0003fffc,3,1,0x00000000,0,0x00000000,0,1,0,0
2088005000,0x01ea8,1,1111,0x000d0007,13,1,0x00000000,0,0x00000000,0,1,0,0
2088025000,0x01eac,1,1111,0x00110009,17,1,0x00000000,0,0x00000000,0,1,0,0
2088045000,0x01eb0,1,1111,0x0014000e,20,1,0x00000000,0,0x00000000,0,1,0,0
2088065000,0x01eb4,1,1111,0x001c0013,28,1,0x00000000,0,0x00000000,0,1,0,0
2088085000,0x01eb8,1,1111,0x001b001b,27,1,0x00000000,0,0x00000000,0,1,0,0
2088105000,0x01ebc,1,1111,0x0023001e,35,1,0x00000000,0,0x00000000,0,1,0,0
2088125000,0x01ec0,1,1111,0x00220025,34,1,0x00000000,0,0x00000000,0,1,0,0
2088145000,0x01ec4,1,1111,0x002a0032,42,1,0x00000000,0,0x00000000,0,1,0,0
2088165000,0x01ec8,1,1111,0x00390034,57,1,0x00000000,0,0x00000000,0,1,0,0
2088185000,0x01ecc,1,1111,0x003e0038,62,1,0x00000000,0,0x00000000,0,1,0,0
2088205000,0x01ed0,1,1111,0x0048003e,72,1,0x00000000,0,0x00000000,0,1,0,0
2088225000,0x01ed4,1,1111,0x0050003f,80,1,0x00000000,0,0x00000000,0,1,0,0
2088245000,0x01ed8,1,1111,0x0051004a,81,1,0x00000000,0,0x00000000,0,1,0,0
2088265000,0x01edc,1,1111,0x0056005c,86,1,0x00000000,0,0x00000000,0,1,0,0
2088285000,0x01ee0,1,1111,0x0053005b,83,1,0x00000000,0,0x00000000,0,1,0,0
2088305000,0x01ee4,1,1111,0x005b0054,91,1,0x00000000,0,0x00000000,0,1,0,0
2088325000,0x01ee8,1,1111,0x0065005b,101,1,0x00000000,0,0x00000000,0,1,0,0
2088345000,0x01eec,1,1111,0x00710063,113,1,0x00000000,0,0x00000000,0,1,0,0
2088365000,0x01ef0,1,1111,0x0065006b,101,1,0x00000000,0,0x00000000,0,1,0,0
2088385000,0x01ef4,1,1111,0x007c0075,124,1,0x00000000,0,0x00000000,0,1,0,0
2088405000,0x01ef8,1,1111,0x00820075,130,1,0x00000000,0,0x00000000,0,1,0,0
2088425000,0x01efc,1,1111,0x00880075,136,1,0x00000000,0,0x00000000,0,1,0,0
2088445000,0x01f00,1,1111,0x00830080,131,1,0x00000000,0,0x00000000,0,1,0,0
2088465000,0x01f04,1,1111,0x00900087,144,1,0x00000000,0,0x00000000,0,1,0,0
2088485000,0x01f08,1,1111,0x008c0086,140,1,0x00000000,0,0x00000000,0,1,0,0
2088505000,0x01f0c,1,1111,0x008f0094,143,1,0x00000000,0,0x00000000,0,1,0,0
2088525000,0x01f10,1,1111,0x0098009f,152,1,0x00000000,0,0x00000000,0,1,0,0
2088545000,0x01f14,1,1111,0x009a009b,154,1,0x00000000,0,0x00000000,0,1,0,0
2088565000,0x01f18,1,1111,0x00a600a3,166,1,0x00000000,0,0x00000000,0,1,0,0
2088585000,0x01f1c,1,1111,0x00ab00aa,171,1,0x00000000,0,0x00000000,0,1,0,0
2088605000,0x01f20,1,1111,0x00b000b4,176,1,0x00000000,0,0x00000000,0,1,0,0
2088625000,0x01f24,1,1111,0x00bc00aa,188,1,0x00000000,0,0x00000000,0,1,0,0
2088645000,0x01f28,1,1111,0x00bd00b6,189,1,0x00000000,0,0x00000000,0,1,0,0
2088665000,0x01f2c,1,1111,0x00bc00c8,188,1,0x00000000,0,0x00000000,0,1,0,0
2088685000,0x01f30,1,1111,0x00c400c3,196,1,0x00000000,0,0x00000000,0,1,0,0
2088705000,0x01f34,1,1111,0x00c800c4,200,1,0x00000000,0,0x00000000,0,1,0,0
2088725000,0x01f38,1,1111,0x00ce00ca,206,1,0x00000000,0,0x00000000,0,1,0,0
2088745000,0x01f3c,1,1111,0x00cd00ca,205,1,0x00000000,0,0x00000000,0,1,0,0
2088765000,0x01f40,1,1111,0x00ce00da,206,1,0x00000000,0,0x00000000,0,1,0,0
2088785000,0x01f44,1,1111,0x00d800db,216,1,0x00000000,0,0x00000000,0,1,0,0
2088805000,0x01f48,1,1111,0x00e000e7,224,1,0x00000000,0,0x00000000,0,1,0,0
2088825000,0x01f4c,1,1111,0x00e200e6,226,1,0x00000000,0,0x00000000,0,1,0,0
2088845000,0x01f50,1,1111,0x00e500e3,229,1,0x00000000,0,0x00000000,0,1,0,0
2088865000,0x01f54,1,1111,0x00f000ec,240,1,0x00000000,0,0x00000000,0,1,0,0
2088885000,0x01f58,1,1111,0x00ea00f4,234,1,0x00000000,0,0x00000000,0,1,0,0
2088905000,0x01f5c,1,1111,0x00fc00f9,252,1,0x00000000,0,0x00000000,0,1,0,0
2088925000,0x01f60,1,1111,0x00fd00f8,253,1,0x00000000,0,0x00000000,0,1,0,0
2088945000,0x01f64,1,1111,0x00f80100,248,1,0x00000000,0,0x00000000,0,1,0,0
2088965000,0x01f68,1,1111,0x0105010b,261,1,0x00000000,0,0x00000000,0,1,0,0
2088985000,0x01f6c,1,1111,0x01090106,265,1,0x00000000,0,0x00000000,0,1,0,0
2089005000,0x01f70,1,1111,0x0107010e,263,1,0x00000000,0,0x00000000,0,1,0,0
2089025000,0x01f74,1,1111,0x01170108,279,1,0x00000000,0,0x00000000,0,1,0,0
2089045000,0x01f78,1,1111,0x01140119,276,1,0x00000000,0,0x00000000,0,1,0,0
2089065000,0x01f7c,1,1111,0x0116011e,278,1,0x00000000,0,0x00000000,0,1,0,0
2089085000,0x01f80,1,1111,0x0122011a,290,1,0x00000000,0,0x00000000,0,1,0,0
2089105000,0x01f84,1,1111,0x0114011a,276,1,0x00000000,0,0x00000000,0,1,0,0
2089125000,0x01f88,1,1111,0x011c0120,284,1,0x00000000,0,0x00000000,0,1,0,0
2089145000,0x01f8c,1,1111,0x0121012b,289,1,0x00000000,0,0x00000000,0,1,0,0
2089165000,0x01f90,1,1111,0x0126011e,294,1,0x00000000,0,0x00000000,0,1,0,0
2089185000,0x01f94,1,1111,0x01330126,307,1,0x00000000,0,0x00000000,0,1,0,0
2089205000,0x01f98,1,1111,0x01310131,305,1,0x00000000,0,0x00000000,0,1,0,0
2089225000,0x01f9c,1,1111,0x01310129,305,1,0x00000000,0,0x00000000,0,1,0,0
2089245000,0x01fa0,1,1111,0x012d012f,301,1,0x00000000,0,0x00000000,0,1,0,0
2089265000,0x01fa4,1,1111,0x013b0140,315,1,0x00000000,0,0x00000000,0,1,0,0
2089285000,0x01fa8,1,1111,0x013d013a,317,1,0x00000000,0,0x00000000,0,1,0,0
2089305000,0x01fac,1,1111,0x01410137,321,1,0x00000000,0,0x00000000,0,1,0,0
2089325000,0x01fb0,1,1111,0x01460140,326,1,0x00000000,0,0x00000000,0,1,0,0
2089345000,0x01fb4,1,1111,0x013a013e,314,1,0x00000000,0,0x00000000,0,1,0,0
2089365000,0x01fb8,1,1111,0x0143013e,323,1,0x00000000,0,0x00000000,0,1,0,0
2089385000,0x01fbc,1,1111,0x01490147,329,1,0x00000000,0,0x00000000,0,1,0,0
2089405000,0x01fc0,1,1111,0x014a0143,330,1,0x00000000,0,0x00000000,0,1,0,0
2089425000,0x01fc4,1,1111,0x01540142,340,1,0x00000000,0,0x00000000,0,1,0,0
2089445000,0x01fc8,1,1111,0x0152013b,338,1,0x00000000,0,0x00000000,0,1,0,0
2089465000,0x01fcc,1,1111,0x01500152,336,1,0x00000000,0,0x00000000,0,1,0,0
2089485000,0x01fd0,1,1111,0x01510151,337,1,0x00000000,0,0x00000000,0,1,0,0
2089505000,0x01fd4,1,1111,0x0156014d,342,1,0x00000000,0,0x00000000,0,1,0,0
2089525000,0x01fd8,1,1111,0x014b0158,331,1,0x00000000,0,0x00000000,0,1,0,0
2089545000,0x01fdc,1,1111,0x015a0155,346,1,0x00000000,0,0x00000000,0,1,0,0
2089565000,0x01fe0,1,1111,0x01530157,339,1,0x00000000,0,0x00000000,0,1,0,0
2089585000,0x01fe4,1,1111,0x01590161,345,1,0x00000000,0,0x00000000,0,1,0,0
2089605000,0x01fe8,1,1111,0x0160015d,352,1,0x00000000,0,0x00000000,0,1,0,0
2089625000,0x01fec,1,1111,0x015e0157,350,1,0x00000000,0,0x00000000,0,1,0,0
2089645000,0x01ff0,1,1111,0x01620169,354,1,0x00000000,0,0x00000000,0,1,0,0
2089665000,0x01ff4,1,1111,0x015d0164,349,1,0x00000000,0,0x00000000,0,1,0,0
2089685000,0x01ff8,1,1111,0x015c0161,348,1,0x00000000,0,0x00000000,0,1,0,0
2089705000,0x01ffc,1,1111,0x016a0167,362,1,0x00000000,0,0x00000000,0,1,0,0
2089725000,0x02000,1,1111,0x0160016a,352,1,0x00000000,0,0x00000000,0,1,0,0
2089745000,0x02004,1,1111,0x015f0162,351,1,0x00000000,0,0x00000000,0,1,0,0
2089765000,0x02008,1,1111,0x01650164,357,1,0x00000000,0,0x00000000,0,1,0,0
2089785000,0x0200c,1,1111,0x016b0163,363,1,0x00000000,0,0x00000000,0,1,0,0
2089805000,0x02010,1,1111,0x0164016a,356,1,0x00000000,0,0x00000000,0,1,0,0
2089825000,0x02014,1,1111,0x016c0166,364,1,0x00000000,0,0x00000000,0,1,0,0
2089845000,0x02018,1,1111,0x0161016f,353,1,0x00000000,0,0x00000000,0,1,0,0
2089865000,0x0201c,1,1111,0x016c0169,364,1,0x00000000,0,0x00000000,0,1,0,0
2089885000,0x02020,1,1111,0x01670162,359,1,0x00000000,0,0x00000000,0,1,0,0
2089905000,0x02024,1,1111,0x01730165,371,1,0x00000000,0,0x00000000,0,1,0,0
2089925000,0x02028,1,1111,0x0160016c,352,1,0x00000000,0,0x00000000,0,1,0,0
2089945000,0x0202c,1,1111,0x015c0162,348,1,0x00000000,0,0x00000000,0,1,0,0
2089965000,0x02030,1,1111,0x01690164,361,1,0x00000000,0,0x00000000,0,1,0,0
2089985000,0x02034,1,1111,0x016e016f,366,1,0x00000000,0,0x00000000,0,1,0,0
2090005000,0x02038,1,1111,0x015b0169,347,1,0x00000000,0,0x00000000,0,1,0,0
2090025000,0x0203c,1,1111,0x016d0167,365,1,0x00000000,0,0x00000000,0,1,0,0
2090045000,0x02040,1,1111,0x0167015c,359,1,0x00000000,0,0x00000000,0,1,0,0
2090065000,0x02044,1,1111,0x01640164,356,1,0x00000000,0,0x00000000,0,1,0,0
2090085000,0x02048,1,1111,0x015c0167,348,1,0x00000000,0,0x00000000,0,1,0,0
2090105000,0x0204c,1,1111,0x0167015f,359,1,0x00000000,0,0x00000000,0,1,0,0
2090125000,0x02050,1,1111,0x01630169,355,1,0x00000000,0,0x00000000,0,1,0,0
2090145000,0x02054,1,1111,0x0168015d,360,1,0x00000000,0,0x00000000,0,1,0,0
2090165000,0x02058,1,1111,0x01650169,357,1,0x00000000,0,0x00000000,0,1,0,0
2090185000,0x0205c,1,1111,0x0160016d,352,1,0x00000000,0,0x00000000,0,1,0,0
2090205000,0x02060,1,1111,0x01560165,342,1,0x00000000,0,0x00000000,0,1,0,0
2090225000,0x02064,1,1111,0x01630162,355,1,0x00000000,0,0x00000000,0,1,0,0
2090245000,0x02068,1,1111,0x01610161,353,1,0x00000000,0,0x00000000,0,1,0,0
2090265000,0x0206c,1,1111,0x01670156,359,1,0x00000000,0,0x00000000,0,1,0,0
2090285000,0x02070,1,1111,0x0162015a,354,1,0x00000000,0,0x00000000,0,1,0,0
2090305000,0x02074,1,1111,0x01650155,357,1,0x00000000,0,0x00000000,0,1,0,0
2090325000,0x02078,1,1111,0x0158015b,344,1,0x00000000,0,0x00000000,0,1,0,0
2090345000,0x0207c,1,1111,0x015c015d,348,1,0x00000000,0,0x00000000,0,1,0,0
2090365000,0x02080,1,1111,0x014f0153,335,1,0x00000000,0,0x00000000,0,1,0,0
2090385000,0x02084,1,1111,0x0153014d,339,1,0x00000000,0,0x00000000,0,1,0,0
2090405000,0x02088,1,1111,0x014f014b,335,1,0x00000000,0,0x00000000,0,1,0,0
2090425000,0x0208c,1,1111,0x015b014e,347,1,0x00000000,0,0x00000000,0,1,0,0
2090445000,0x02090,1,1111,0x014c0148,332,1,0x00000000,0,0x00000000,0,1,0,0
2090465000,0x02094,1,1111,0x0147014c,327,1,0x00000000,0,0x00000000,0,1,0,0
2090485000,0x02098,1,1111,0x0149014e,329,1,0x00000000,0,0x00000000,0,1,0,0
2090505000,0x0209c,1,1111,0x01430143,323,1,0x00000000,0,0x00000000,0,1,0,0
2090525000,0x020a0,1,1111,0x013b013f,315,1,0x00000000,0,0x00000000,0,1,0,0
2090545000,0x020a4,1,1111,0x013d013b,317,1,0x00000000,0,0x00000000,0,1,0,0
2090565000,0x020a8,1,1111,0x01420141,322,1,0x00000000,0,0x00000000,0,1,0,0
2090585000,0x020ac,1,1111,0x013d0131,317,1,0x00000000,0,0x00000000,0,1,0,0
2090605000,0x020b0,1,1111,0x0139013a,313,1,0x00000000,0,0x00000000,0,1,0,0
2090625000,0x020b4,1,1111,0x0132012f,306,1,0x00000000,0,0x00000000,0,1,0,0
2090645000,0x020b8,1,1111,0x0130013a,304,1,0x00000000,0,0x00000000,0,1,0,0
2090665000,0x020bc,1,1111,0x012f0128,303,1,0x00000000,0,0x00000000,0,1,0,0
2090685000,0x020c0,1,1111,0x01360138,310,1,0x00000000,0,0x00000000,0,1,0,0
2090705000,0x020c4,1,1111,0x012e012b,302,1,0x00000000,0,0x00000000,0,1,0,0
2090725000,0x020c8,1,1111,0x01250126,293,1,0x00000000,0,0x00000000,0,1,0,0
2090745000,0x020cc,1,1111,0x012b0122,299,1,0x00000000,0,0x00000000,0,1,0,0
