time_ps,write_index,bram_addr,bram_en,bram_we,bram_wrdata,writer_busy,vpp_done,mean_square_done,wave_done,error,vpp_data,vpp_valid,mean_square_data,mean_square_valid
2341305000,4864,0x04c08,1,1111,0xffb5ffb5,1,0,0,0,0,0x00000000,0,0x00000000,0
2341365000,4865,0x04c0c,1,1111,0xffb4ffb5,1,0,0,0,0,0x00000000,0,0x00000000,0
2341425000,4866,0x04c10,1,1111,0xffb4ffb4,1,0,0,0,0,0x00000000,0,0x00000000,0
2341485000,4867,0x04c14,1,1111,0xffb4ffb4,1,0,0,0,0,0x00000000,0,0x00000000,0
2341545000,4868,0x04c18,1,1111,0xffb3ffb4,1,0,0,0,0,0x00000000,0,0x00000000,0
2341605000,4869,0x04c1c,1,1111,0xffb3ffb3,1,0,0,0,0,0x00000000,0,0x00000000,0
2341665000,4870,0x04c20,1,1111,0xffb3ffb3,1,0,0,0,0,0x00000000,0,0x00000000,0
2341725000,4871,0x04c24,1,1111,0xffb3ffb3,1,0,0,0,0,0x00000000,0,0x00000000,0
2341785000,4872,0x04c28,1,1111,0xffb4ffb3,1,0,0,0,0,0x00000000,0,0x00000000,0
2341845000,4873,0x04c2c,1,1111,0xffb4ffb4,1,0,0,0,0,0x00000000,0,0x00000000,0
2341905000,4874,0x04c30,1,1111,0xffb4ffb4,1,0,0,0,0,0x00000000,0,0x00000000,0
2341965000,4875,0x04c34,1,1111,0xffb5ffb4,1,0,0,0,0,0x00000000,0,0x00000000,0
2342025000,4876,0x04c38,1,1111,0xffb5ffb5,1,0,0,0,0,0x00000000,0,0x00000000,0
2342085000,4877,0x04c3c,1,1111,0xffb6ffb5,1,0,0,0,0,0x00000000,0,0x00000000,0
2342145000,4878,0x04c40,1,1111,0xffb6ffb6,1,0,0,0,0,0x00000000,0,0x00000000,0
2342205000,4879,0x04c44,1,1111,0xffb7ffb7,1,0,0,0,0,0x00000000,0,0x00000000,0
2342265000,4880,0x04c48,1,1111,0xffb8ffb7,1,0,0,0,0,0x00000000,0,0x00000000,0
2342325000,4881,0x04c4c,1,1111,0xffb8ffb8,1,0,0,0,0,0x00000000,0,0x00000000,0
2342385000,4882,0x04c50,1,1111,0xffb9ffb9,1,0,0,0,0,0x00000000,0,0x00000000,0
2342445000,4883,0x04c54,1,1111,0xffb9ffb9,1,0,0,0,0,0x00000000,0,0x00000000,0
2342505000,4884,0x04c58,1,1111,0xffbaffba,1,0,0,0,0,0x00000000,0,0x00000000,0
2342565000,4885,0x04c5c,1,1111,0xffbbffba,1,0,0,0,0,0x00000000,0,0x00000000,0
2342625000,4886,0x04c60,1,1111,0xffbbffbb,1,0,0,0,0,0x00000000,0,0x00000000,0
2342685000,4887,0x04c64,1,1111,0xffbcffbc,1,0,0,0,0,0x00000000,0,0x00000000,0
2342745000,4888,0x04c68,1,1111,0xffbdffbc,1,0,0,0,0,0x00000000,0,0x00000000,0
2342805000,4889,0x04c6c,1,1111,0xffbdffbd,1,0,0,0,0,0x00000000,0,0x00000000,0
2342865000,4890,0x04c70,1,1111,0xffbeffbe,1,0,0,0,0,0x00000000,0,0x00000000,0
2342925000,4891,0x04c74,1,1111,0xffbfffbf,1,0,0,0,0,0x00000000,0,0x00000000,0
2342985000,4892,0x04c78,1,1111,0xffc0ffc0,1,0,0,0,0,0x00000000,0,0x00000000,0
2343045000,4893,0x04c7c,1,1111,0xffc2ffc1,1,0,0,0,0,0x00000000,0,0x00000000,0
2343105000,4894,0x04c80,1,1111,0xffc3ffc2,1,0,0,0,0,0x00000000,0,0x00000000,0
2343165000,4895,0x04c84,1,1111,0xffc4ffc4,1,0,0,0,0,0x00000000,0,0x00000000,0
2343225000,4896,0x04c88,1,1111,0xffc5ffc5,1,0,0,0,0,0x00000000,0,0x00000000,0
2343285000,4897,0x04c8c,1,1111,0xffc7ffc6,1,0,0,0,0,0x00000000,0,0x00000000,0
2343345000,4898,0x04c90,1,1111,0xffc8ffc8,1,0,0,0,0,0x00000000,0,0x00000000,0
2343405000,4899,0x04c94,1,1111,0xffcaffc9,1,0,0,0,0,0x00000000,0,0x00000000,0
2343465000,4900,0x04c98,1,1111,0xffcbffcb,1,0,0,0,0,0x00000000,0,0x00000000,0
2343525000,4901,0x04c9c,1,1111,0xffcdffcc,1,0,0,0,0,0x00000000,0,0x00000000,0
2343585000,4902,0x04ca0,1,1111,0xffceffce,1,0,0,0,0,0x00000000,0,0x00000000,0
2343645000,4903,0x04ca4,1,1111,0xffd0ffcf,1,0,0,0,0,0x00000000,0,0x00000000,0
2343705000,4904,0x04ca8,1,1111,0xffd1ffd0,1,0,0,0,0,0x00000000,0,0x00000000,0
2343765000,4905,0x04cac,1,1111,0xffd3ffd2,1,0,0,0,0,0x00000000,0,0x00000000,0
2343825000,4906,0x04cb0,1,1111,0xffd4ffd3,1,0,0,0,0,0x00000000,0,0x00000000,0
2343885000,4907,0x04cb4,1,1111,0xffd6ffd5,1,0,0,0,0,0x00000000,0,0x00000000,0
2343945000,4908,0x04cb8,1,1111,0xffd7ffd6,1,0,0,0,0,0x00000000,0,0x00000000,0
2344005000,4909,0x04cbc,1,1111,0xffd9ffd8,1,0,0,0,0,0x00000000,0,0x00000000,0
2344065000,4910,0x04cc0,1,1111,0xffdaffd9,1,0,0,0,0,0x00000000,0,0x00000000,0
2344125000,4911,0x04cc4,1,1111,0xffdcffdb,1,0,0,0,0,0x00000000,0,0x00000000,0
2344185000,4912,0x04cc8,1,1111,0xffdeffdd,1,0,0,0,0,0x00000000,0,0x00000000,0
2344245000,4913,0x04ccc,1,1111,0xffdfffde,1,0,0,0,0,0x00000000,0,0x00000000,0
2344305000,4914,0x04cd0,1,1111,0xffe1ffe0,1,0,0,0,0,0x00000000,0,0x00000000,0
2344365000,4915,0x04cd4,1,1111,0xffe3ffe2,1,0,0,0,0,0x00000000,0,0x00000000,0
2344425000,4916,0x04cd8,1,1111,0xffe5ffe4,1,0,0,0,0,0x00000000,0,0x00000000,0
2344485000,4917,0x04cdc,1,1111,0xffe7ffe6,1,0,0,0,0,0x00000000,0,0x00000000,0
2344545000,4918,0x04ce0,1,1111,0xffe9ffe8,1,0,0,0,0,0x00000000,0,0x00000000,0
2344605000,4919,0x04ce4,1,1111,0xffebffea,1,0,0,0,0,0x00000000,0,0x00000000,0
2344665000,4920,0x04ce8,1,1111,0xffedffec,1,0,0,0,0,0x00000000,0,0x00000000,0
2344725000,4921,0x04cec,1,1111,0xffeeffee,1,0,0,0,0,0x00000000,0,0x00000000,0
2344785000,4922,0x04cf0,1,1111,0xfff0ffef,1,0,0,0,0,0x00000000,0,0x00000000,0
2344845000,4923,0x04cf4,1,1111,0xfff2fff1,1,0,0,0,0,0x00000000,0,0x00000000,0
2344905000,4924,0x04cf8,1,1111,0xfff4fff3,1,0,0,0,0,0x00000000,0,0x00000000,0
2344965000,4925,0x04cfc,1,1111,0xfff6fff5,1,0,0,0,0,0x00000000,0,0x00000000,0
2345025000,4926,0x04d00,1,1111,0xfff7fff7,1,0,0,0,0,0x00000000,0,0x00000000,0
2345085000,4927,0x04d04,1,1111,0xfff9fff9,1,0,0,0,0,0x00000000,0,0x00000000,0
2345145000,4928,0x04d08,1,1111,0xfffbfffa,1,0,0,0,0,0x00000000,0,0x00000000,0
2345205000,4929,0x04d0c,1,1111,0xfffdfffc,1,0,0,0,0,0x00000000,0,0x00000000,0
2345265000,4930,0x04d10,1,1111,0xfffffffe,1,0,0,0,0,0x00000000,0,0x00000000,0
2345325000,4931,0x04d14,1,1111,0x00010000,1,0,0,0,0,0x00000000,0,0x00000000,0
2345385000,4932,0x04d18,1,1111,0x00030002,1,0,0,0,0,0x00000000,0,0x00000000,0
2345445000,4933,0x04d1c,1,1111,0x00050004,1,0,0,0,0,0x00000000,0,0x00000000,0
2345505000,4934,0x04d20,1,1111,0x00070006,1,0,0,0,0,0x00000000,0,0x00000000,0
2345565000,4935,0x04d24,1,1111,0x00090008,1,0,0,0,0,0x00000000,0,0x00000000,0
2345625000,4936,0x04d28,1,1111,0x000b000a,1,0,0,0,0,0x00000000,0,0x00000000,0
2345685000,4937,0x04d2c,1,1111,0x000d000c,1,0,0,0,0,0x00000000,0,0x00000000,0
2345745000,4938,0x04d30,1,1111,0x000f000e,1,0,0,0,0,0x00000000,0,0x00000000,0
2345805000,4939,0x04d34,1,1111,0x00110010,1,0,0,0,0,0x00000000,0,0x00000000,0
2345865000,4940,0x04d38,1,1111,0x00130012,1,0,0,0,0,0x00000000,0,0x00000000,0
2345925000,4941,0x04d3c,1,1111,0x00150014,1,0,0,0,0,0x00000000,0,0x00000000,0
2345985000,4942,0x04d40,1,1111,0x00170016,1,0,0,0,0,0x00000000,0,0x00000000,0
2346045000,4943,0x04d44,1,1111,0x00190018,1,0,0,0,0,0x00000000,0,0x00000000,0
2346105000,4944,0x04d48,1,1111,0x001a001a,1,0,0,0,0,0x00000000,0,0x00000000,0
2346165000,4945,0x04d4c,1,1111,0x001c001b,1,0,0,0,0,0x00000000,0,0x00000000,0
2346225000,4946,0x04d50,1,1111,0x001e001d,1,0,0,0,0,0x00000000,0,0x00000000,0
2346285000,4947,0x04d54,1,1111,0x0020001f,1,0,0,0,0,0x00000000,0,0x00000000,0
2346345000,4948,0x04d58,1,1111,0x00210020,1,0,0,0,0,0x00000000,0,0x00000000,0
2346405000,4949,0x04d5c,1,1111,0x00230022,1,0,0,0,0,0x00000000,0,0x00000000,0
2346465000,4950,0x04d60,1,1111,0x00250024,1,0,0,0,0,0x00000000,0,0x00000000,0
2346525000,4951,0x04d64,1,1111,0x00270026,1,0,0,0,0,0x00000000,0,0x00000000,0
2346585000,4952,0x04d68,1,1111,0x00280027,1,0,0,0,0,0x00000000,0,0x00000000,0
2346645000,4953,0x04d6c,1,1111,0x002a0029,1,0,0,0,0,0x00000000,0,0x00000000,0
2346705000,4954,0x04d70,1,1111,0x002c002b,1,0,0,0,0,0x00000000,0,0x00000000,0
2346765000,4955,0x04d74,1,1111,0x002e002d,1,0,0,0,0,0x00000000,0,0x00000000,0
2346825000,4956,0x04d78,1,1111,0x002f002e,1,0,0,0,0,0x00000000,0,0x00000000,0
2346885000,4957,0x04d7c,1,1111,0x00310030,1,0,0,0,0,0x00000000,0,0x00000000,0
2346945000,4958,0x04d80,1,1111,0x00320032,1,0,0,0,0,0x00000000,0,0x00000000,0
2347005000,4959,0x04d84,1,1111,0x00340033,1,0,0,0,0,0x00000000,0,0x00000000,0
2347065000,4960,0x04d88,1,1111,0x00350035,1,0,0,0,0,0x00000000,0,0x00000000,0
2347125000,4961,0x04d8c,1,1111,0x00360036,1,0,0,0,0,0x00000000,0,0x00000000,0
2347185000,4962,0x04d90,1,1111,0x00380037,1,0,0,0,0,0x00000000,0,0x00000000,0
2347245000,4963,0x04d94,1,1111,0x00390038,1,0,0,0,0,0x00000000,0,0x00000000,0
2347305000,4964,0x04d98,1,1111,0x003a0039,1,0,0,0,0,0x00000000,0,0x00000000,0
2347365000,4965,0x04d9c,1,1111,0x003b003a,1,0,0,0,0,0x00000000,0,0x00000000,0
2347425000,4966,0x04da0,1,1111,0x003c003b,1,0,0,0,0,0x00000000,0,0x00000000,0
2347485000,4967,0x04da4,1,1111,0x003d003c,1,0,0,0,0,0x00000000,0,0x00000000,0
2347545000,4968,0x04da8,1,1111,0x003e003d,1,0,0,0,0,0x00000000,0,0x00000000,0
2347605000,4969,0x04dac,1,1111,0x003f003e,1,0,0,0,0,0x00000000,0,0x00000000,0
2347665000,4970,0x04db0,1,1111,0x0040003f,1,0,0,0,0,0x00000000,0,0x00000000,0
2347725000,4971,0x04db4,1,1111,0x00410040,1,0,0,0,0,0x00000000,0,0x00000000,0
2347785000,4972,0x04db8,1,1111,0x00420042,1,0,0,0,0,0x00000000,0,0x00000000,0
2347845000,4973,0x04dbc,1,1111,0x00430042,1,0,0,0,0,0x00000000,0,0x00000000,0
2347905000,4974,0x04dc0,1,1111,0x00440044,1,0,0,0,0,0x00000000,0,0x00000000,0
2347965000,4975,0x04dc4,1,1111,0x00450044,1,0,0,0,0,0x00000000,0,0x00000000,0
2348025000,4976,0x04dc8,1,1111,0x00460045,1,0,0,0,0,0x00000000,0,0x00000000,0
2348085000,4977,0x04dcc,1,1111,0x00460046,1,0,0,0,0,0x00000000,0,0x00000000,0
2348145000,4978,0x04dd0,1,1111,0x00470047,1,0,0,0,0,0x00000000,0,0x00000000,0
2348205000,4979,0x04dd4,1,1111,0x00480047,1,0,0,0,0,0x00000000,0,0x00000000,0
2348265000,4980,0x04dd8,1,1111,0x00480048,1,0,0,0,0,0x00000000,0,0x00000000,0
2348325000,4981,0x04ddc,1,1111,0x00490048,1,0,0,0,0,0x00000000,0,0x00000000,0
2348385000,4982,0x04de0,1,1111,0x00490048,1,0,0,0,0,0x00000000,0,0x00000000,0
2348445000,4983,0x04de4,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348505000,4984,0x04de8,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348565000,4985,0x04dec,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348625000,4986,0x04df0,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348685000,4987,0x04df4,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348745000,4988,0x04df8,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348805000,4989,0x04dfc,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348865000,4990,0x04e00,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348925000,4991,0x04e04,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2348985000,4992,0x04e08,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2349045000,4993,0x04e0c,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2349105000,4994,0x04e10,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2349165000,4995,0x04e14,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2349225000,4996,0x04e18,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2349285000,4997,0x04e1c,1,1111,0x00490049,1,0,0,0,0,0x00000000,0,0x00000000,0
2349345000,4998,0x04e20,1,1111,0x00480048,1,0,0,0,0,0x00000000,0,0x00000000,0
2349405000,4999,0x04e24,1,1111,0x00470047,1,0,0,0,0,0x00000000,0,0x00000000,0
2349465000,5000,0x04e28,1,1111,0x00460047,1,0,0,0,0,0x00000000,0,0x00000000,0
2349525000,5001,0x04e2c,1,1111,0x00450046,1,0,0,0,0,0x00000000,0,0x00000000,0
2349585000,5002,0x04e30,1,1111,0x00440045,1,0,0,0,0,0x00000000,0,0x00000000,0
2349645000,5003,0x04e34,1,1111,0x00430044,1,0,0,0,0,0x00000000,0,0x00000000,0
2349705000,5004,0x04e38,1,1111,0x00420042,1,0,0,0,0,0x00000000,0,0x00000000,0
2349765000,5005,0x04e3c,1,1111,0x00400041,1,0,0,0,0,0x00000000,0,0x00000000,0
2349825000,5006,0x04e40,1,1111,0x003f0040,1,0,0,0,0,0x00000000,0,0x00000000,0
2349885000,5007,0x04e44,1,1111,0x003e003e,1,0,0,0,0,0x00000000,0,0x00000000,0
2349945000,5008,0x04e48,1,1111,0x003c003d,1,0,0,0,0,0x00000000,0,0x00000000,0
2350005000,5009,0x04e4c,1,1111,0x003b003c,1,0,0,0,0,0x00000000,0,0x00000000,0
2350065000,5010,0x04e50,1,1111,0x003a003b,1,0,0,0,0,0x00000000,0,0x00000000,0
2350125000,5011,0x04e54,1,1111,0x0039003a,1,0,0,0,0,0x00000000,0,0x00000000,0
2350185000,5012,0x04e58,1,1111,0x00380039,1,0,0,0,0,0x00000000,0,0x00000000,0
2350245000,5013,0x04e5c,1,1111,0x00370038,1,0,0,0,0,0x00000000,0,0x00000000,0
2350305000,5014,0x04e60,1,1111,0x00360037,1,0,0,0,0,0x00000000,0,0x00000000,0
2350365000,5015,0x04e64,1,1111,0x00350035,1,0,0,0,0,0x00000000,0,0x00000000,0
2350425000,5016,0x04e68,1,1111,0x00340034,1,0,0,0,0,0x00000000,0,0x00000000,0
2350485000,5017,0x04e6c,1,1111,0x00330033,1,0,0,0,0,0x00000000,0,0x00000000,0
2350545000,5018,0x04e70,1,1111,0x00310032,1,0,0,0,0,0x00000000,0,0x00000000,0
2350605000,5019,0x04e74,1,1111,0x00300030,1,0,0,0,0,0x00000000,0,0x00000000,0
2350665000,5020,0x04e78,1,1111,0x002e002f,1,0,0,0,0,0x00000000,0,0x00000000,0
2350725000,5021,0x04e7c,1,1111,0x002c002d,1,0,0,0,0,0x00000000,0,0x00000000,0
2350785000,5022,0x04e80,1,1111,0x002b002b,1,0,0,0,0,0x00000000,0,0x00000000,0
2350845000,5023,0x04e84,1,1111,0x0028002a,1,0,0,0,0,0x00000000,0,0x00000000,0
2350905000,5024,0x04e88,1,1111,0x00260027,1,0,0,0,0,0x00000000,0,0x00000000,0
2350965000,5025,0x04e8c,1,1111,0x00240025,1,0,0,0,0,0x00000000,0,0x00000000,0
2351025000,5026,0x04e90,1,1111,0x00220023,1,0,0,0,0,0x00000000,0,0x00000000,0
2351085000,5027,0x04e94,1,1111,0x00200021,1,0,0,0,0,0x00000000,0,0x00000000,0
2351145000,5028,0x04e98,1,1111,0x001d001e,1,0,0,0,0,0x00000000,0,0x00000000,0
2351205000,5029,0x04e9c,1,1111,0x001b001c,1,0,0,0,0,0x00000000,0,0x00000000,0
2351265000,5030,0x04ea0,1,1111,0x00180019,1,0,0,0,0,0x00000000,0,0x00000000,0
2351325000,5031,0x04ea4,1,1111,0x00160017,1,0,0,0,0,0x00000000,0,0x00000000,0
2351385000,5032,0x04ea8,1,1111,0x00130014,1,0,0,0,0,0x00000000,0,0x00000000,0
2351445000,5033,0x04eac,1,1111,0x00100011,1,0,0,0,0,0x00000000,0,0x00000000,0
2351505000,5034,0x04eb0,1,1111,0x000d000f,1,0,0,0,0,0x00000000,0,0x00000000,0
2351565000,5035,0x04eb4,1,1111,0x000a000c,1,0,0,0,0,0x00000000,0,0x00000000,0
2351625000,5036,0x04eb8,1,1111,0x00070009,1,0,0,0,0,0x00000000,0,0x00000000,0
2351685000,5037,0x04ebc,1,1111,0x00040006,1,0,0,0,0,0x00000000,0,0x00000000,0
2351745000,5038,0x04ec0,1,1111,0x00010003,1,0,0,0,0,0x00000000,0,0x00000000,0
2351805000,5039,0x04ec4,1,1111,0xfffeffff,1,0,0,0,0,0x00000000,0,0x00000000,0
2351865000,5040,0x04ec8,1,1111,0xfffafffc,1,0,0,0,0,0x00000000,0,0x00000000,0
2351925000,5041,0x04ecc,1,1111,0xfff7fff9,1,0,0,0,0,0x00000000,0,0x00000000,0
2351985000,5042,0x04ed0,1,1111,0xfff4fff5,1,0,0,0,0,0x00000000,0,0x00000000,0
2352045000,5043,0x04ed4,1,1111,0xfff0fff2,1,0,0,0,0,0x00000000,0,0x00000000,0
2352105000,5044,0x04ed8,1,1111,0xffedffee,1,0,0,0,0,0x00000000,0,0x00000000,0
2352165000,5045,0x04edc,1,1111,0xffeaffeb,1,0,0,0,0,0x00000000,0,0x00000000,0
2352225000,5046,0x04ee0,1,1111,0xffe6ffe8,1,0,0,0,0,0x00000000,0,0x00000000,0
2352285000,5047,0x04ee4,1,1111,0xffe3ffe5,1,0,0,0,0,0x00000000,0,0x00000000,0
2352345000,5048,0x04ee8,1,1111,0xffe0ffe1,1,0,0,0,0,0x00000000,0,0x00000000,0
2352405000,5049,0x04eec,1,1111,0xffddffde,1,0,0,0,0,0x00000000,0,0x00000000,0
2352465000,5050,0x04ef0,1,1111,0xffd9ffdb,1,0,0,0,0,0x00000000,0,0x00000000,0
2352525000,5051,0x04ef4,1,1111,0xffd6ffd8,1,0,0,0,0,0x00000000,0,0x00000000,0
2352585000,5052,0x04ef8,1,1111,0xffd3ffd5,1,0,0,0,0,0x00000000,0,0x00000000,0
2352645000,5053,0x04efc,1,1111,0xffd0ffd1,1,0,0,0,0,0x00000000,0,0x00000000,0
2352705000,5054,0x04f00,1,1111,0xffccffce,1,0,0,0,0,0x00000000,0,0x00000000,0
2352765000,5055,0x04f04,1,1111,0xffc9ffcb,1,0,0,0,0,0x00000000,0,0x00000000,0
2352825000,5056,0x04f08,1,1111,0xffc6ffc8,1,0,0,0,0,0x00000000,0,0x00000000,0
2352885000,5057,0x04f0c,1,1111,0xffc2ffc4,1,0,0,0,0,0x00000000,0,0x00000000,0
2352945000,5058,0x04f10,1,1111,0xffbfffc1,1,0,0,0,0,0x00000000,0,0x00000000,0
2353005000,5059,0x04f14,1,1111,0xffbbffbd,1,0,0,0,0,0x00000000,0,0x00000000,0
2353065000,5060,0x04f18,1,1111,0xffb7ffb9,1,0,0,0,0,0x00000000,0,0x00000000,0
2353125000,5061,0x04f1c,1,1111,0xffb4ffb6,1,0,0,0,0,0x00000000,0,0x00000000,0
2353185000,5062,0x04f20,1,1111,0xffb0ffb2,1,0,0,0,0,0x00000000,0,0x00000000,0
2353245000,5063,0x04f24,1,1111,0xffacffae,1,0,0,0,0,0x00000000,0,0x00000000,0
2353305000,5064,0x04f28,1,1111,0xffa8ffaa,1,0,0,0,0,0x00000000,0,0x00000000,0
2353365000,5065,0x04f2c,1,1111,0xffa4ffa6,1,0,0,0,0,0x00000000,0,0x00000000,0
2353425000,5066,0x04f30,1,1111,0xffa0ffa2,1,0,0,0,0,0x00000000,0,0x00000000,0
2353485000,5067,0x04f34,1,1111,0xff9cff9e,1,0,0,0,0,0x00000000,0,0x00000000,0
2353545000,5068,0x04f38,1,1111,0xff97ff9a,1,0,0,0,0,0x00000000,0,0x00000000,0
2353605000,5069,0x04f3c,1,1111,0xff93ff95,1,0,0,0,0,0x00000000,0,0x00000000,0
2353665000,5070,0x04f40,1,1111,0xff8fff91,1,0,0,0,0,0x00000000,0,0x00000000,0
2353725000,5071,0x04f44,1,1111,0xff8bff8d,1,0,0,0,0,0x00000000,0,0x00000000,0
2353785000,5072,0x04f48,1,1111,0xff87ff89,1,0,0,0,0,0x00000000,0,0x00000000,0
2353845000,5073,0x04f4c,1,1111,0xff83ff85,1,0,0,0,0,0x00000000,0,0x00000000,0
2353905000,5074,0x04f50,1,1111,0xff7fff81,1,0,0,0,0,0x00000000,0,0x00000000,0
2353965000,5075,0x04f54,1,1111,0xff7bff7d,1,0,0,0,0,0x00000000,0,0x00000000,0
2354025000,5076,0x04f58,1,1111,0xff77ff79,1,0,0,0,0,0x00000000,0,0x00000000,0
2354085000,5077,0x04f5c,1,1111,0xff73ff74,1,0,0,0,0,0x00000000,0,0x00000000,0
2354145000,5078,0x04f60,1,1111,0xff6eff70,1,0,0,0,0,0x00000000,0,0x00000000,0
2354205000,5079,0x04f64,1,1111,0xff6aff6d,1,0,0,0,0,0x00000000,0,0x00000000,0
2354265000,5080,0x04f68,1,1111,0xff67ff68,1,0,0,0,0,0x00000000,0,0x00000000,0
2354325000,5081,0x04f6c,1,1111,0xff63ff65,1,0,0,0,0,0x00000000,0,0x00000000,0
2354385000,5082,0x04f70,1,1111,0xff5fff61,1,0,0,0,0,0x00000000,0,0x00000000,0
2354445000,5083,0x04f74,1,1111,0xff5bff5d,1,0,0,0,0,0x00000000,0,0x00000000,0
2354505000,5084,0x04f78,1,1111,0xff57ff59,1,0,0,0,0,0x00000000,0,0x00000000,0
2354565000,5085,0x04f7c,1,1111,0xff54ff56,1,0,0,0,0,0x00000000,0,0x00000000,0
2354625000,5086,0x04f80,1,1111,0xff50ff52,1,0,0,0,0,0x00000000,0,0x00000000,0
2354685000,5087,0x04f84,1,1111,0xff4cff4e,1,0,0,0,0,0x00000000,0,0x00000000,0
2354745000,5088,0x04f88,1,1111,0xff48ff4a,1,0,0,0,0,0x00000000,0,0x00000000,0
2354805000,5089,0x04f8c,1,1111,0xff45ff46,1,0,0,0,0,0x00000000,0,0x00000000,0
2354865000,5090,0x04f90,1,1111,0xff41ff43,1,0,0,0,0,0x00000000,0,0x00000000,0
2354925000,5091,0x04f94,1,1111,0xff3dff3f,1,0,0,0,0,0x00000000,0,0x00000000,0
2354985000,5092,0x04f98,1,1111,0xff39ff3b,1,0,0,0,0,0x00000000,0,0x00000000,0
2355045000,5093,0x04f9c,1,1111,0xff35ff37,1,0,0,0,0,0x00000000,0,0x00000000,0
2355105000,5094,0x04fa0,1,1111,0xff31ff33,1,0,0,0,0,0x00000000,0,0x00000000,0
2355165000,5095,0x04fa4,1,1111,0xff2dff2f,1,0,0,0,0,0x00000000,0,0x00000000,0
2355225000,5096,0x04fa8,1,1111,0xff28ff2a,1,0,0,0,0,0x00000000,0,0x00000000,0
2355285000,5097,0x04fac,1,1111,0xff24ff26,1,0,0,0,0,0x00000000,0,0x00000000,0
2355345000,5098,0x04fb0,1,1111,0xff20ff22,1,0,0,0,0,0x00000000,0,0x00000000,0
2355405000,5099,0x04fb4,1,1111,0xff1cff1e,1,0,0,0,0,0x00000000,0,0x00000000,0
2355465000,5100,0x04fb8,1,1111,0xff18ff1a,1,0,0,0,0,0x00000000,0,0x00000000,0
2355525000,5101,0x04fbc,1,1111,0xff14ff16,1,0,0,0,0,0x00000000,0,0x00000000,0
2355585000,5102,0x04fc0,1,1111,0xff11ff12,1,0,0,0,0,0x00000000,0,0x00000000,0
2355645000,5103,0x04fc4,1,1111,0xff0dff0f,1,0,0,0,0,0x00000000,0,0x00000000,0
2355705000,5104,0x04fc8,1,1111,0xff09ff0b,1,0,0,0,0,0x00000000,0,0x00000000,0
2355765000,5105,0x04fcc,1,1111,0xff06ff07,1,0,0,0,0,0x00000000,0,0x00000000,0
2355825000,5106,0x04fd0,1,1111,0xff02ff04,1,0,0,0,0,0x00000000,0,0x00000000,0
2355885000,5107,0x04fd4,1,1111,0xfeffff00,1,0,0,0,0,0x00000000,0,0x00000000,0
2355945000,5108,0x04fd8,1,1111,0xfefbfefd,1,0,0,0,0,0x00000000,0,0x00000000,0
2356005000,5109,0x04fdc,1,1111,0xfef8fefa,1,0,0,0,0,0x00000000,0,0x00000000,0
2356065000,5110,0x04fe0,1,1111,0xfef5fef6,1,0,0,0,0,0x00000000,0,0x00000000,0
2356125000,5111,0x04fe4,1,1111,0xfef2fef3,1,0,0,0,0,0x00000000,0,0x00000000,0
2356185000,5112,0x04fe8,1,1111,0xfeeefef0,1,0,0,0,0,0x00000000,0,0x00000000,0
2356245000,5113,0x04fec,1,1111,0xfeecfeed,1,0,0,0,0,0x00000000,0,0x00000000,0
2356305000,5114,0x04ff0,1,1111,0xfee8feea,1,0,0,0,0,0x00000000,0,0x00000000,0
2356365000,5115,0x04ff4,1,1111,0xfee5fee7,1,0,0,0,0,0x00000000,0,0x00000000,0
2356425000,5116,0x04ff8,1,1111,0xfee2fee4,1,0,0,0,0,0x00000000,0,0x00000000,0
2356485000,5117,0x04ffc,1,1111,0xfedffee1,1,0,0,0,0,0x00000000,0,0x00000000,0
2356545000,5118,0x05000,1,1111,0xfedcfede,1,0,0,0,0,0x00000000,0,0x00000000,0
2356605000,5119,0x05004,1,1111,0xfed9fedb,1,0,0,0,0,0x00000000,0,0x00000000,0
2356665000,5120,0x05008,1,1111,0xfed6fed8,1,0,0,0,0,0x00000000,0,0x00000000,0
2356725000,5121,0x0500c,1,1111,0xfed3fed5,1,0,0,0,0,0x00000000,0,0x00000000,0
2356785000,5122,0x05010,1,1111,0xfed0fed2,1,0,0,0,0,0x00000000,0,0x00000000,0
2356845000,5123,0x05014,1,1111,0xfecdfecf,1,0,0,0,0,0x00000000,0,0x00000000,0
